"1 _ 4",,,,,"1 _ 5",,,,,"1 _ 6",,,,,"1 _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"134.82","1999.164","4.702387","-.----","-.----","153.72","2009.845","4.702938","-.----","-.----",,,,,,,,,,
"134.83","1999.307","4.7032","-.----","-.----","153.73","2009.996","4.703769","-.----","-.----",,,,,,,,,,
"134.84","1999.458","4.704019","-.----","-.----","153.74","2010.147","4.704612","-.----","-.----",,,,,,,,,,
"134.85","1999.633","4.704863","-.----","-.----","153.75","2010.25","4.70545","-.----","-.----",,,,,,,,,,
"134.86","1999.776","4.705706","-.----","-.----","153.76","2010.369","4.706281","-.----","-.----",,,,,,,,,,
"134.87","1999.895","4.706543","-.----","-.----","153.77","2010.528","4.7071","-.----","-.----",,,,,,,,,,
"134.88","2000.03","4.707387","-.----","-.----","153.78","2010.695","4.707912","-.----","-.----",,,,,,,,,,
"134.89","2000.181","4.708225","-.----","-.----","153.79","2010.83","4.70875","-.----","-.----",,,,,,,,,,
"134.9","2000.332","4.709069","-.----","-.----","153.8","2010.973","4.7096","-.----","-.----",,,,,,,,,,
"134.91","2000.491","4.709906","-.----","-.----","153.81","2011.14","4.710437","-.----","-.----",,,,,,,,,,
"134.92","2000.626","4.710731","-.----","-.----","153.82","2011.275","4.711268","-.----","-.----",,,,,,,,,,
"134.93","2000.721","4.711544","-.----","-.----","153.83","2011.363","4.7121","-.----","-.----",,,,,,,,,,
"134.94","2000.817","4.712362","-.----","-.----","153.84","2011.458","4.712944","-.----","-.----",,,,,,,,,,
"134.95","2000.952","4.7132","-.----","-.----","153.85","2011.553","4.713781","-.----","-.----",,,,,,,,,,
"134.96","2001.111","4.71405","-.----","-.----","153.86","2011.665","4.714612","-.----","-.----",,,,,,,,,,
"134.97","2001.262","4.714881","-.----","-.----","153.87","2011.768","4.715437","-.----","-.----",,,,,,,,,,
"134.98","2001.429","4.715719","-.----","-.----","153.88","2011.927","4.716244","-.----","-.----",,,,,,,,,,
"134.99","2001.627","4.716556","-.----","-.----","153.89","2012.118","4.717081","-.----","-.----",,,,,,,,,,
"135","2001.818","4.717406","-.----","-.----","153.9","2012.324","4.717931","-.----","-.----",,,,,,,,,,
"135.01","2002.009","4.718237","-.----","-.----","153.91","2012.444","4.718769","-.----","-.----",,,,,,,,,,
"135.02","2002.152","4.719069","-.----","-.----","153.92","2012.491","4.719606","-.----","-.----",,,,,,,,,,
"135.03","2002.263","4.719881","-.----","-.----","153.93","2012.555","4.720444","-.----","-.----",,,,,,,,,,
"135.04","2002.335","4.720694","-.----","-.----","153.94","2012.706","4.721281","-.----","-.----",,,,,,,,,,
"135.05","2002.454","4.721531","-.----","-.----","153.95","2012.952","4.722131","-.----","-.----",,,,,,,,,,
"135.06","2002.629","4.722381","-.----","-.----","153.96","2013.191","4.72295","-.----","-.----",,,,,,,,,,
"135.07","2002.78","4.723212","-.----","-.----","153.97","2013.381","4.723769","-.----","-.----",,,,,,,,,,
"135.08","2002.875","4.72405","-.----","-.----","153.98","2013.5","4.724575","-.----","-.----",,,,,,,,,,
"135.09","2002.947","4.724887","-.----","-.----","153.99","2013.564","4.725412","-.----","-.----",,,,,,,,,,
"135.1","2003.026","4.725738","-.----","-.----","154","2013.651","4.726256","-.----","-.----",,,,,,,,,,
"135.11","2003.129","4.726575","-.----","-.----","154.01","2013.802","4.7271","-.----","-.----",,,,,,,,,,
"135.12","2003.288","4.727394","-.----","-.----","154.02","2014.017","4.727931","-.----","-.----",,,,,,,,,,
"135.13","2003.495","4.728212","-.----","-.----","154.03","2014.2","4.728769","-.----","-.----",,,,,,,,,,
"135.14","2003.686","4.729025","-.----","-.----","154.04","2014.319","4.729619","-.----","-.----",,,,,,,,,,
"135.15","2003.829","4.729868","-.----","-.----","154.05","2014.43","4.730463","-.----","-.----",,,,,,,,,,
"135.16","2003.94","4.730719","-.----","-.----","154.06","2014.51","4.731294","-.----","-.----",,,,,,,,,,
"135.17","2004.019","4.73155","-.----","-.----","154.07","2014.597","4.732106","-.----","-.----",,,,,,,,,,
"135.18","2004.115","4.732381","-.----","-.----","154.08","2014.732","4.732913","-.----","-.----",,,,,,,,,,
"135.19","2004.266","4.733219","-.----","-.----","154.09","2014.907","4.73375","-.----","-.----",,,,,,,,,,
"135.2","2004.393","4.734062","-.----","-.----","154.1","2015.082","4.734594","-.----","-.----",,,,,,,,,,
"135.21","2004.504","4.7349","-.----","-.----","154.11","2015.177","4.735431","-.----","-.----",,,,,,,,,,
"135.22","2004.6","4.735725","-.----","-.----","154.12","2015.257","4.736269","-.----","-.----",,,,,,,,,,
"135.23","2004.735","4.736537","-.----","-.----","154.13","2015.368","4.737113","-.----","-.----",,,,,,,,,,
"135.24","2004.91","4.737356","-.----","-.----","154.14","2015.464","4.73795","-.----","-.----",,,,,,,,,,
"135.25","2005.076","4.7382","-.----","-.----","154.15","2015.551","4.738794","-.----","-.----",,,,,,,,,,
"135.26","2005.267","4.739044","-.----","-.----","154.16","2015.67","4.739619","-.----","-.----",,,,,,,,,,
"135.27","2005.474","4.739881","-.----","-.----","154.17","2015.813","4.740438","-.----","-.----",,,,,,,,,,
"135.28","2005.665","4.740719","-.----","-.----","154.18","2015.996","4.74125","-.----","-.----",,,,,,,,,,
"135.29","2005.823","4.741556","-.----","-.----","154.19","2016.163","4.742087","-.----","-.----",,,,,,,,,,
"135.3","2005.935","4.7424","-.----","-.----","154.2","2016.298","4.742944","-.----","-.----",,,,,,,,,,
"135.31","2006.038","4.743237","-.----","-.----","154.21","2016.393","4.743781","-.----","-.----",,,,,,,,,,
"135.32","2006.189","4.744062","-.----","-.----","154.22","2016.489","4.744612","-.----","-.----",,,,,,,,,,
"135.33","2006.388","4.744875","-.----","-.----","154.23","2016.608","4.745444","-.----","-.----",,,,,,,,,,
"135.34","2006.571","4.745694","-.----","-.----","154.24","2016.775","4.746281","-.----","-.----",,,,,,,,,,
"135.35","2006.714","4.746543","-.----","-.----","154.25","2016.918","4.747118","-.----","-.----",,,,,,,,,,
"135.36","2006.833","4.747394","-.----","-.----","154.26","2017.029","4.747937","-.----","-.----",,,,,,,,,,
"135.37","2006.896","4.748225","-.----","-.----","154.27","2017.148","4.748756","-.----","-.----",,,,,,,,,,
"135.38","2006.936","4.749056","-.----","-.----","154.28","2017.315","4.749575","-.----","-.----",,,,,,,,,,
"135.39","2006.992","4.749894","-.----","-.----","154.29","2017.498","4.750406","-.----","-.----",,,,,,,,,,
"135.4","2007.087","4.750737","-.----","-.----","154.3","2017.681","4.751256","-.----","-.----",,,,,,,,,,
"135.41","2007.246","4.751569","-.----","-.----","154.31","2017.816","4.752088","-.----","-.----",,,,,,,,,,
"135.42","2007.429","4.752394","-.----","-.----","154.32","2017.935","4.752931","-.----","-.----",,,,,,,,,,
"135.43","2007.58","4.7532","-.----","-.----","154.33","2018.062","4.753768","-.----","-.----",,,,,,,,,,
"135.44","2007.707","4.754025","-.----","-.----","154.34","2018.221","4.754606","-.----","-.----",,,,,,,,,,
"135.45","2007.826","4.754856","-.----","-.----","154.35","2018.364","4.75545","-.----","-.----",,,,,,,,,,
"135.46","2007.929","4.755706","-.----","-.----","154.36","2018.515","4.756281","-.----","-.----",,,,,,,,,,
"135.47","2008.025","4.756544","-.----","-.----","154.37","2018.642","4.7571","-.----","-.----",,,,,,,,,,
"135.48","2008.128","4.757381","-.----","-.----","154.38","2018.722","4.757912","-.----","-.----",,,,,,,,,,
"135.49","2008.271","4.758219","-.----","-.----","154.39","2018.793","4.75875","-.----","-.----",,,,,,,,,,
"135.5","2008.414","4.759062","-.----","-.----","154.4","2018.913","4.7596","-.----","-.----",,,,,,,,,,
"135.51","2008.573","4.7599","-.----","-.----","154.41","2019.088","4.760437","-.----","-.----",,,,,,,,,,
"135.52","2008.7","4.760731","-.----","-.----","154.42","2019.286","4.761275","-.----","-.----",,,,,,,,,,
"135.53","2008.851","4.761544","-.----","-.----","154.43","2019.493","4.762106","-.----","-.----",,,,,,,,,,
"135.54","2008.994","4.762362","-.----","-.----","154.44","2019.699","4.76295","-.----","-.----",,,,,,,,,,
"135.55","2009.137","4.7632","-.----","-.----","154.45","2019.906","4.7638","-.----","-.----",,,,,,,,,,
"135.56","2009.257","4.76405","-.----","-.----","154.46","2020.049","4.764625","-.----","-.----",,,,,,,,,,
"135.57","2009.352","4.764881","-.----","-.----","154.47","2020.192","4.765438","-.----","-.----",,,,,,,,,,
"135.58","2009.447","4.765712","-.----","-.----","154.48","2020.375","4.766243","-.----","-.----",,,,,,,,,,
"135.59","2009.59","4.76655","-.----","-.----","154.49","2020.566","4.767081","-.----","-.----",,,,,,,,,,
"135.6","2009.797","4.767394","-.----","-.----","154.5","2020.701","4.767925","-.----","-.----",,,,,,,,,,
"135.61","2009.972","4.768238","-.----","-.----","154.51","2020.772","4.768756","-.----","-.----",,,,,,,,,,
"135.62","2010.083","4.769063","-.----","-.----","154.52","2020.804","4.769594","-.----","-.----",,,,,,,,,,
"135.63","2010.179","4.769875","-.----","-.----","154.53","2020.844","4.770431","-.----","-.----",,,,,,,,,,
"135.64","2010.298","4.770694","-.----","-.----","154.54","2020.899","4.771275","-.----","-.----",,,,,,,,,,
"135.65","2010.449","4.771537","-.----","-.----","154.55","2021.035","4.772112","-.----","-.----",,,,,,,,,,
"135.66","2010.6","4.772381","-.----","-.----","154.56","2021.225","4.772943","-.----","-.----",,,,,,,,,,
"135.67","2010.767","4.773212","-.----","-.----","154.57","2021.408","4.773762","-.----","-.----",,,,,,,,,,
"135.68","2010.918","4.77405","-.----","-.----","154.58","2021.519","4.774575","-.----","-.----",,,,,,,,,,
"135.69","2011.037","4.774888","-.----","-.----","154.59","2021.575","4.775413","-.----","-.----",,,,,,,,,,
"135.7","2011.116","4.775731","-.----","-.----","154.6","2021.623","4.776256","-.----","-.----",,,,,,,,,,
"135.71","2011.22","4.776568","-.----","-.----","154.61","2021.702","4.777093","-.----","-.----",,,,,,,,,,
"135.72","2011.347","4.777387","-.----","-.----","154.62","2021.821","4.777937","-.----","-.----",,,,,,,,,,
"135.73","2011.53","4.778206","-.----","-.----","154.63","2022.012","4.778775","-.----","-.----",,,,,,,,,,
"135.74","2011.712","4.779025","-.----","-.----","154.64","2022.25","4.779619","-.----","-.----",,,,,,,,,,
"135.75","2011.855","4.779862","-.----","-.----","154.65","2022.425","4.780462","-.----","-.----",,,,,,,,,,
"135.76","2011.935","4.780713","-.----","-.----","154.66","2022.529","4.781287","-.----","-.----",,,,,,,,,,
"135.77","2011.975","4.78155","-.----","-.----","154.67","2022.584","4.782113","-.----","-.----",,,,,,,,,,
"135.78","2012.022","4.782387","-.----","-.----","154.68","2022.68","4.782918","-.----","-.----",,,,,,,,,,
"135.79","2012.134","4.783219","-.----","-.----","154.69","2022.823","4.783756","-.----","-.----",,,,,,,,,,
"135.8","2012.308","4.784069","-.----","-.----","154.7","2022.974","4.784606","-.----","-.----",,,,,,,,,,
"135.81","2012.515","4.784906","-.----","-.----","154.71","2023.053","4.785444","-.----","-.----",,,,,,,,,,
"135.82","2012.706","4.785731","-.----","-.----","154.72","2023.125","4.786275","-.----","-.----",,,,,,,,,,
"135.83","2012.881","4.786544","-.----","-.----","154.73","2023.236","4.787112","-.----","-.----",,,,,,,,,,
"135.84","2013.008","4.787356","-.----","-.----","154.74","2023.419","4.78795","-.----","-.----",,,,,,,,,,
"135.85","2013.103","4.7882","-.----","-.----","154.75","2023.657","4.788787","-.----","-.----",,,,,,,,,,
"135.86","2013.23","4.789056","-.----","-.----","154.76","2023.864","4.789612","-.----","-.----",,,,,,,,,,
"135.87","2013.397","4.789887","-.----","-.----","154.77","2023.991","4.790431","-.----","-.----",,,,,,,,,,
"135.88","2013.532","4.790731","-.----","-.----","154.78","2024.055","4.791244","-.----","-.----",,,,,,,,,,
"135.89","2013.612","4.791569","-.----","-.----","154.79","2024.102","4.792088","-.----","-.----",,,,,,,,,,
"135.9","2013.707","4.792412","-.----","-.----","154.8","2024.237","4.792937","-.----","-.----",,,,,,,,,,
"135.91","2013.874","4.793243","-.----","-.----","154.81","2024.452","4.793775","-.----","-.----",,,,,,,,,,
"135.92","2014.104","4.794069","-.----","-.----","154.82","2024.714","4.7946","-.----","-.----",,,,,,,,,,
"135.93","2014.343","4.794875","-.----","-.----","154.83","2024.913","4.795437","-.----","-.----",,,,,,,,,,
"135.94","2014.557","4.7957","-.----","-.----","154.84","2024.984","4.796281","-.----","-.----",,,,,,,,,,
"135.95","2014.74","4.796537","-.----","-.----","154.85","2025.016","4.797112","-.----","-.----",,,,,,,,,,
"135.96","2014.859","4.797381","-.----","-.----","154.86","2025.088","4.797944","-.----","-.----",,,,,,,,,,
"135.97","2014.907","4.798219","-.----","-.----","154.87","2025.199","4.798762","-.----","-.----",,,,,,,,,,
"135.98","2014.955","4.79905","-.----","-.----","154.88","2025.334","4.799575","-.----","-.----",,,,,,,,,,
"135.99","2015.066","4.799887","-.----","-.----","154.89","2025.477","4.800406","-.----","-.----",,,,,,,,,,
"136","2015.209","4.800731","-.----","-.----","154.9","2025.596","4.801256","-.----","-.----",,,,,,,,,,
"136.01","2015.328","4.801562","-.----","-.----","154.91","2025.708","4.802094","-.----","-.----",,,,,,,,,,
"136.02","2015.44","4.802387","-.----","-.----","154.92","2025.811","4.802931","-.----","-.----",,,,,,,,,,
"136.03","2015.535","4.8032","-.----","-.----","154.93","2025.946","4.803769","-.----","-.----",,,,,,,,,,
"136.04","2015.654","4.804018","-.----","-.----","154.94","2026.081","4.804612","-.----","-.----",,,,,,,,,,
"136.05","2015.821","4.804856","-.----","-.----","154.95","2026.2","4.805469","-.----","-.----",,,,,,,,,,
"136.06","2016.02","4.805706","-.----","-.----","154.96","2026.28","4.806293","-.----","-.----",,,,,,,,,,
"136.07","2016.195","4.806537","-.----","-.----","154.97","2026.407","4.807106","-.----","-.----",,,,,,,,,,
"136.08","2016.298","4.807381","-.----","-.----","154.98","2026.574","4.807919","-.----","-.----",,,,,,,,,,
"136.09","2016.37","4.808218","-.----","-.----","154.99","2026.757","4.80875","-.----","-.----",,,,,,,,,,
"136.1","2016.465","4.809062","-.----","-.----","155","2026.923","4.8096","-.----","-.----",,,,,,,,,,
"136.11","2016.616","4.809912","-.----","-.----","155.01","2027.106","4.810443","-.----","-.----",,,,,,,,,,
"136.12","2016.823","4.810738","-.----","-.----","155.02","2027.289","4.811275","-.----","-.----",,,,,,,,,,
"136.13","2017.029","4.81155","-.----","-.----","155.03","2027.424","4.812106","-.----","-.----",,,,,,,,,,
"136.14","2017.188","4.812368","-.----","-.----","155.04","2027.535","4.812956","-.----","-.----",,,,,,,,,,
"136.15","2017.307","4.813212","-.----","-.----","155.05","2027.639","4.8138","-.----","-.----",,,,,,,,,,
"136.16","2017.442","4.814056","-.----","-.----","155.06","2027.774","4.814619","-.----","-.----",,,,,,,,,,
"136.17","2017.585","4.814888","-.----","-.----","155.07","2027.933","4.815437","-.----","-.----",,,,,,,,,,
"136.18","2017.736","4.815719","-.----","-.----","155.08","2028.06","4.816244","-.----","-.----",,,,,,,,,,
"136.19","2017.919","4.816556","-.----","-.----","155.09","2028.171","4.817081","-.----","-.----",,,,,,,,,,
"136.2","2018.118","4.8174","-.----","-.----","155.1","2028.29","4.817925","-.----","-.----",,,,,,,,,,
"136.21","2018.301","4.818231","-.----","-.----","155.11","2028.457","4.818762","-.----","-.----",,,,,,,,,,
"136.22","2018.444","4.819056","-.----","-.----","155.12","2028.648","4.819606","-.----","-.----",,,,,,,,,,
"136.23","2018.579","4.819869","-.----","-.----","155.13","2028.807","4.820444","-.----","-.----",,,,,,,,,,
"136.24","2018.714","4.820681","-.----","-.----","155.14","2028.918","4.821287","-.----","-.----",,,,,,,,,,
"136.25","2018.833","4.821525","-.----","-.----","155.15","2028.998","4.822125","-.----","-.----",,,,,,,,,,
"136.26","2018.905","4.822375","-.----","-.----","155.16","2029.109","4.82295","-.----","-.----",,,,,,,,,,
"136.27","2018.928","4.823212","-.----","-.----","155.17","2029.244","4.823769","-.----","-.----",,,,,,,,,,
"136.28","2018.976","4.82405","-.----","-.----","155.18","2029.395","4.824581","-.----","-.----",,,,,,,,,,
"136.29","2019.111","4.824887","-.----","-.----","155.19","2029.554","4.825418","-.----","-.----",,,,,,,,,,
"136.3","2019.302","4.825725","-.----","-.----","155.2","2029.713","4.826275","-.----","-.----",,,,,,,,,,
"136.31","2019.485","4.826562","-.----","-.----","155.21","2029.832","4.827112","-.----","-.----",,,,,,,,,,
"136.32","2019.588","4.827387","-.----","-.----","155.22","2029.943","4.827938","-.----","-.----",,,,,,,,,,
"136.33","2019.612","4.8282","-.----","-.----","155.23","2030.039","4.828775","-.----","-.----",,,,,,,,,,
"136.34","2019.628","4.829019","-.----","-.----","155.24","2030.166","4.829612","-.----","-.----",,,,,,,,,,
"136.35","2019.723","4.829863","-.----","-.----","155.25","2030.317","4.830456","-.----","-.----",,,,,,,,,,
"136.36","2019.93","4.830712","-.----","-.----","155.26","2030.468","4.831281","-.----","-.----",,,,,,,,,,
"136.37","2020.184","4.83155","-.----","-.----","155.27","2030.675","4.8321","-.----","-.----",,,,,,,,,,
"136.38","2020.399","4.832387","-.----","-.----","155.28","2030.881","4.832912","-.----","-.----",,,,,,,,,,
"136.39","2020.566","4.833225","-.----","-.----","155.29","2031.048","4.83375","-.----","-.----",,,,,,,,,,
"136.4","2020.701","4.834075","-.----","-.----","155.3","2031.135","4.8346","-.----","-.----",,,,,,,,,,
"136.41","2020.804","4.834912","-.----","-.----","155.31","2031.191","4.835437","-.----","-.----",,,,,,,,,,
"136.42","2020.915","4.835731","-.----","-.----","155.32","2031.302","4.836268","-.----","-.----",,,,,,,,,,
"136.43","2021.122","4.836544","-.----","-.----","155.33","2031.477","4.837106","-.----","-.----",,,,,,,,,,
"136.44","2021.376","4.837362","-.----","-.----","155.34","2031.684","4.837944","-.----","-.----",,,,,,,,,,
"136.45","2021.575","4.8382","-.----","-.----","155.35","2031.819","4.838781","-.----","-.----",,,,,,,,,,
"136.46","2021.67","4.839044","-.----","-.----","155.36","2031.891","4.839606","-.----","-.----",,,,,,,,,,
"136.47","2021.726","4.839875","-.----","-.----","155.37","2031.946","4.840437","-.----","-.----",,,,,,,,,,
"136.48","2021.774","4.840713","-.----","-.----","155.38","2032.057","4.84125","-.----","-.----",,,,,,,,,,
"136.49","2021.869","4.841556","-.----","-.----","155.39","2032.185","4.842081","-.----","-.----",,,,,,,,,,
"136.5","2022.044","4.842393","-.----","-.----","155.4","2032.312","4.842937","-.----","-.----",,,,,,,,,,
