"1 _ 1",,,,,"1 _ 2",,,,,"1 _ 3",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"417.48","2037.096","5.174737","-.----","-1.278",,,,,,,,,,
"417.49","2037.12","5.174906","-.----","-1.278",,,,,,,,,,
"417.5","2037.072","5.175069","-.----","-1.278",,,,,,,,,,
"417.51","2037.032","5.175237","-.----","-1.278",,,,,,,,,,
"417.52","2037.056","5.1754","-.----","-1.278",,,,,,,,,,
"417.53","2037.12","5.175569","-.----","-1.278",,,,,,,,,,
"417.54","2037.176","5.175731","-.----","-1.278",,,,,,,,,,
"417.55","2037.215","5.1759","-.----","-1.278",,,,,,,,,,
"417.56","2037.239","5.176069","-.----","-1.278",,,,,,,,,,
"417.57","2037.263","5.176238","-.----","-1.278",,,,,,,,,,
"417.58","2037.271","5.176406","-.----","-1.278",,,,,,,,,,
"417.59","2037.263","5.176575","-.----","-1.278",,,,,,,,,,
"417.6","2037.239","5.176744","-.----","-1.278",,,,,,,,,,
"417.61","2037.239","5.176912","-.----","-1.278",,,,,,,,,,
"417.62","2037.223","5.177081","-.----","-1.278",,,,,,,,,,
"417.63","2037.223","5.177244","-.----","-1.278",,,,,,,,,,
"417.64","2037.239","5.177406","-.----","-1.278",,,,,,,,,,
"417.65","2037.295","5.177575","-.----","-1.278",,,,,,,,,,
"417.66","2037.406","5.177743","-.----","-1.278",,,,,,,,,,
"417.67","2037.517","5.177912","-.----","-1.278",,,,,,,,,,
"417.68","2037.597","5.178075","-.----","-1.278",,,,,,,,,,
"417.69","2037.644","5.178244","-.----","-1.278",,,,,,,,,,
"417.7","2037.621","5.178406","-.----","-1.278",,,,,,,,,,
"417.71","2037.517","5.178569","-.----","-1.278",,,,,,,,,,
"417.72","2037.374","5.178737","-.----","-1.278",,,,,,,,,,
"417.73","2037.263","5.178906","-.----","-1.278",,,,,,,,,,
"417.74","2037.239","5.179069","-.----","-1.278",,,,,,,,,,
"417.75","2037.327","5.179237","-.----","-1.278",,,,,,,,,,
"417.76","2037.478","5.179406","-.----","-1.278",,,,,,,,,,
"417.77","2037.621","5.179575","-.----","-1.278",,,,,,,,,,
"417.78","2037.668","5.179738","-.----","-1.278",,,,,,,,,,
"417.79","2037.66","5.179906","-.----","-1.278",,,,,,,,,,
"417.8","2037.636","5.180075","-.----","-1.278",,,,,,,,,,
"417.81","2037.613","5.180243","-.----","-1.278",,,,,,,,,,
"417.82","2037.589","5.180412","-.----","-1.278",,,,,,,,,,
"417.83","2037.565","5.180575","-.----","-1.278",,,,,,,,,,
"417.84","2037.549","5.180744","-.----","-1.278",,,,,,,,,,
"417.85","2037.565","5.180906","-.----","-1.278",,,,,,,,,,
"417.86","2037.597","5.181075","-.----","-1.278",,,,,,,,,,
"417.87","2037.636","5.181243","-.----","-1.278",,,,,,,,,,
"417.88","2037.66","5.181418","-.----","-1.278",,,,,,,,,,
"417.89","2037.684","5.181581","-.----","-1.278",,,,,,,,,,
"417.9","2037.692","5.181744","-.----","-1.278",,,,,,,,,,
"417.91","2037.66","5.181912","-.----","-1.278",,,,,,,,,,
"417.92","2037.66","5.182075","-.----","-1.278",,,,,,,,,,
"417.93","2037.708","5.182244","-.----","-1.278",,,,,,,,,,
"417.94","2037.771","5.182412","-.----","-1.278",,,,,,,,,,
"417.95","2037.771","5.182575","-.----","-1.278",,,,,,,,,,
"417.96","2037.748","5.182744","-.----","-1.278",,,,,,,,,,
"417.97","2037.756","5.182906","-.----","-1.278",,,,,,,,,,
"417.98","2037.843","5.183075","-.----","-1.278",,,,,,,,,,
"417.99","2037.97","5.183244","-.----","-1.278",,,,,,,,,,
"418","2038.097","5.183406","-.----","-1.278",,,,,,,,,,
"418.01","2038.169","5.183568","-.----","-1.278",,,,,,,,,,
"418.02","2038.193","5.183737","-.----","-1.278",,,,,,,,,,
"418.03","2038.193","5.1839","-.----","-1.278",,,,,,,,,,
"418.04","2038.201","5.184069","-.----","-1.278",,,,,,,,,,
"418.05","2038.24","5.184237","-.----","-1.278",,,,,,,,,,
"418.06","2038.288","5.184406","-.----","-1.278",,,,,,,,,,
"418.07","2038.312","5.184575","-.----","-1.278",,,,,,,,,,
"418.08","2038.272","5.184737","-.----","-1.278",,,,,,,,,,
"418.09","2038.24","5.184906","-.----","-1.278",,,,,,,,,,
"418.1","2038.201","5.185075","-.----","-1.278",,,,,,,,,,
"418.11","2038.224","5.185244","-.----","-1.278",,,,,,,,,,
"418.12","2038.288","5.185412","-.----","-1.278",,,,,,,,,,
"418.13","2038.32","5.185575","-.----","-1.278",,,,,,,,,,
"418.14","2038.312","5.185744","-.----","-1.278",,,,,,,,,,
"418.15","2038.272","5.185912","-.----","-1.278",,,,,,,,,,
"418.16","2038.224","5.186081","-.----","-1.278",,,,,,,,,,
"418.17","2038.24","5.186244","-.----","-1.278",,,,,,,,,,
"418.18","2038.312","5.186412","-.----","-1.278",,,,,,,,,,
"418.19","2038.431","5.186575","-.----","-1.278",,,,,,,,,,
"418.2","2038.526","5.186738","-.----","-1.278",,,,,,,,,,
"418.21","2038.566","5.186906","-.----","-1.278",,,,,,,,,,
"418.22","2038.542","5.187075","-.----","-1.278",,,,,,,,,,
"418.23","2038.503","5.187237","-.----","-1.278",,,,,,,,,,
"418.24","2038.519","5.1874","-.----","-1.278",,,,,,,,,,
"418.25","2038.566","5.187569","-.----","-1.278",,,,,,,,,,
"418.26","2038.638","5.187737","-.----","-1.278",,,,,,,,,,
"418.27","2038.67","5.187906","-.----","-1.278",,,,,,,,,,
"418.28","2038.67","5.188075","-.----","-1.278",,,,,,,,,,
"418.29","2038.662","5.188237","-.----","-1.278",,,,,,,,,,
"418.3","2038.646","5.188406","-.----","-1.278",,,,,,,,,,
"418.31","2038.646","5.188575","-.----","-1.278",,,,,,,,,,
"418.32","2038.622","5.188744","-.----","-1.278",,,,,,,,,,
"418.33","2038.574","5.188906","-.----","-1.278",,,,,,,,,,
"418.34","2038.542","5.189075","-.----","-1.278",,,,,,,,,,
"418.35","2038.519","5.189238","-.----","-1.278",,,,,,,,,,
"418.36","2038.495","5.189406","-.----","-1.278",,,,,,,,,,
"418.37","2038.503","5.189575","-.----","-1.278",,,,,,,,,,
"418.38","2038.598","5.189744","-.----","-1.278",,,,,,,,,,
"418.39","2038.717","5.189912","-.----","-1.278",,,,,,,,,,
"418.4","2038.813","5.190081","-.----","-1.278",,,,,,,,,,
"418.41","2038.876","5.190244","-.----","-1.278",,,,,,,,,,
"418.42","2038.892","5.190413","-.----","-1.278",,,,,,,,,,
"418.43","2038.9","5.190581","-.----","-1.278",,,,,,,,,,
"418.44","2038.972","5.190743","-.----","-1.278",,,,,,,,,,
"418.45","2039.083","5.190906","-.----","-1.278",,,,,,,,,,
"418.46","2039.154","5.191075","-.----","-1.278",,,,,,,,,,
"418.47","2039.178","5.191237","-.----","-1.278",,,,,,,,,,
"418.48","2039.13","5.191406","-.----","-1.278",,,,,,,,,,
"418.49","2039.035","5.191575","-.----","-1.278",,,,,,,,,,
"418.5","2038.972","5.191737","-.----","-1.278",,,,,,,,,,
"418.51","2039.011","5.1919","-.----","-1.278",,,,,,,,,,
"418.52","2039.067","5.192069","-.----","-1.278",,,,,,,,,,
"418.53","2039.091","5.192231","-.----","-1.278",,,,,,,,,,
"418.54","2039.019","5.1924","-.----","-1.278",,,,,,,,,,
"418.55","2038.964","5.192569","-.----","-1.278",,,,,,,,,,
"418.56","2038.972","5.192738","-.----","-1.278",,,,,,,,,,
"418.57","2039.091","5.192906","-.----","-1.278",,,,,,,,,,
"418.58","2039.226","5.193075","-.----","-1.278",,,,,,,,,,
"418.59","2039.289","5.193244","-.----","-1.278",,,,,,,,,,
"418.6","2039.25","5.193412","-.----","-1.278",,,,,,,,,,
"418.61","2039.186","5.193575","-.----","-1.278",,,,,,,,,,
"418.62","2039.178","5.193744","-.----","-1.278",,,,,,,,,,
"418.63","2037.04","5.193913","-.----","-1.278",,,,,,,,,,
"418.64","2037.16","5.194025","-.----","-1.278",,,,,,,,,,
"418.65","2037.255","5.194075","-.----","-1.278",,,,,,,,,,
