"1 _ 1",,,,,"1 _ 2",,,,,"1 _ 3",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"85.76","1028.649","1.429331","0.854","0.057","85.76","1035.404","1.429338","0.864","0.06","85.76","993.3154","1.429331","0.7820001","0.055"
"85.77","1028.792","1.429506","0.855","0.057","85.77","1035.523","1.429506","0.864","0.06","85.77","993.3869","1.429494","0.7820001","0.055"
"85.78","1028.816","1.429669","0.855","0.057","85.78","1035.667","1.429675","0.864","0.06","85.78","993.4028","1.429662","0.7820001","0.055"
"85.79","1028.76","1.429837","0.855","0.057","85.79","1035.833","1.429844","0.864","0.06","85.79","993.4028","1.429831","0.7820001","0.055"
"85.8","1028.736","1.430006","0.855","0.057","85.8","1035.992","1.430006","0.864","0.06","85.8","993.4266","1.429994","0.7820001","0.055"
"85.81","1028.808","1.430175","0.855","0.057","85.81","1036.112","1.430175","0.864","0.06","85.81","993.4743","1.430162","0.7820001","0.055"
"85.82","1028.927","1.430337","0.855","0.057","85.82","1036.199","1.430344","0.864","0.06","85.82","993.5697","1.430331","0.7830001","0.055"
"85.83","1029.007","1.430506","0.855","0.057","85.83","1036.278","1.430512","0.864","0.06","85.83","993.681","1.430494","0.7830001","0.055"
"85.84","1029.046","1.430675","0.855","0.057","85.84","1036.35","1.430681","0.864","0.06","85.84","993.8081","1.430656","0.7830001","0.055"
"85.85","1029.062","1.430844","0.855","0.057","85.85","1036.39","1.430844","0.8650001","0.06","85.85","993.9194","1.430825","0.7830001","0.055"
"85.86","1029.11","1.431006","0.855","0.057","85.86","1036.406","1.431006","0.8650001","0.06","85.86","994.0545","1.430987","0.7830001","0.055"
"85.87","1029.213","1.431175","0.8560001","0.057","85.87","1036.437","1.431175","0.8650001","0.06","85.87","994.1737","1.431156","0.7830001","0.055"
"85.88","1029.372","1.431344","0.8560001","0.057","85.88","1036.549","1.431337","0.8650001","0.06","85.88","994.2532","1.431331","0.7830001","0.055"
"85.89","1029.539","1.431512","0.8560001","0.057","85.89","1036.668","1.4315","0.8650001","0.061","85.89","994.2929","1.431494","0.7830001","0.055"
"85.9","1029.658","1.431675","0.8560001","0.057","85.9","1036.763","1.431669","0.8650001","0.061","85.9","994.3008","1.431656","0.7830001","0.055"
"85.91","1029.706","1.431844","0.8560001","0.057","85.91","1036.827","1.431837","0.8650001","0.061","85.91","994.3803","1.431825","0.7830001","0.055"
"85.92","1029.674","1.432006","0.8560001","0.057","85.92","1036.898","1.432006","0.8650001","0.061","85.92","994.5552","1.431994","0.784","0.055"
"85.93","1029.674","1.432175","0.8560001","0.057","85.93","1037.002","1.432169","0.8650001","0.061","85.93","994.8015","1.432163","0.784","0.055"
"85.94","1029.793","1.432344","0.8560001","0.057","85.94","1037.121","1.432338","0.8660001","0.061","85.94","994.9525","1.432331","0.784","0.055"
"85.95","1030","1.432506","0.8570001","0.057","85.95","1037.232","1.4325","0.8660001","0.061","85.95","994.9764","1.432494","0.784","0.055"
"85.96","1030.215","1.432675","0.8570001","0.057","85.96","1037.296","1.432669","0.8660001","0.061","85.96","994.9446","1.432662","0.784","0.055"
"85.97","1030.35","1.432837","0.8570001","0.057","85.97","1037.319","1.432831","0.8660001","0.061","85.97","994.9684","1.432831","0.784","0.055"
"85.98","1030.381","1.433006","0.8570001","0.057","85.98","1037.351","1.433","0.8660001","0.061","85.98","995.0479","1.433","0.784","0.055"
"85.99","1030.374","1.433169","0.8570001","0.057","85.99","1037.415","1.433162","0.8660001","0.061","85.99","995.1115","1.433162","0.784","0.055"
"86","1030.358","1.433337","0.8570001","0.057","86","1037.518","1.433337","0.8660001","0.061","86","995.1592","1.433331","0.784","0.055"
"86.01","1030.421","1.4335","0.8570001","0.057","86.01","1037.653","1.433506","0.8660001","0.061","86.01","995.2148","1.4335","0.784","0.055"
"86.02","1030.548","1.433669","0.8570001","0.057","86.02","1037.772","1.433669","0.8660001","0.061","86.02","995.3022","1.433662","0.785","0.055"
"86.03","1030.683","1.433831","0.8570001","0.057","86.03","1037.868","1.433837","0.8660001","0.061","86.03","995.4294","1.433831","0.785","0.055"
"86.04","1030.803","1.434","0.858","0.057","86.04","1037.916","1.434006","0.867","0.061","86.04","995.5883","1.434","0.785","0.055"
"86.05","1030.898","1.434169","0.858","0.057","86.05","1037.892","1.434175","0.867","0.061","86.05","995.7313","1.434162","0.785","0.055"
"86.06","1030.962","1.434331","0.858","0.057","86.06","1037.844","1.434337","0.867","0.061","86.06","995.7711","1.434331","0.785","0.055"
"86.07","1031.025","1.434506","0.858","0.057","86.07","1037.884","1.434506","0.867","0.061","86.07","995.7313","1.434494","0.785","0.055"
"86.08","1031.129","1.434669","0.858","0.057","86.08","1038.019","1.434675","0.867","0.061","86.08","995.7234","1.434662","0.785","0.055"
"86.09","1031.24","1.434837","0.858","0.057","86.09","1038.162","1.434844","0.867","0.061","86.09","995.7949","1.434825","0.785","0.055"
"86.1","1031.335","1.435006","0.858","0.057","86.1","1038.233","1.435006","0.867","0.061","86.1","995.9301","1.434994","0.785","0.055"
"86.11","1031.431","1.435175","0.858","0.057","86.11","1038.257","1.435175","0.867","0.061","86.11","996.0811","1.435162","0.786","0.055"
"86.12","1031.55","1.435344","0.858","0.057","86.12","1038.321","1.435337","0.867","0.061","86.12","996.2003","1.435325","0.786","0.055"
"86.13","1031.645","1.435506","0.859","0.057","86.13","1038.496","1.435506","0.868","0.061","86.13","996.2638","1.435494","0.786","0.055"
"86.14","1031.748","1.435675","0.859","0.057","86.14","1038.718","1.435669","0.868","0.061","86.14","996.3036","1.435656","0.786","0.055"
"86.15","1031.836","1.435844","0.859","0.057","86.15","1038.877","1.435838","0.868","0.061","86.15","996.3831","1.435825","0.786","0.055"
"86.16","1031.884","1.436013","0.859","0.057","86.16","1038.941","1.436","0.868","0.061","86.16","996.4784","1.435987","0.786","0.055"
"86.17","1031.923","1.436175","0.859","0.057","86.17","1038.973","1.436169","0.868","0.061","86.17","996.5658","1.436156","0.786","0.055"
"86.18","1032.003","1.436344","0.859","0.057","86.18","1039.02","1.436331","0.868","0.061","86.18","996.6373","1.436319","0.786","0.055"
"86.19","1032.098","1.436506","0.859","0.057","86.19","1039.108","1.436506","0.868","0.061","86.19","996.7327","1.436494","0.786","0.055"
"86.2","1032.186","1.436675","0.859","0.057","86.2","1039.227","1.436669","0.868","0.061","86.2","996.8519","1.436662","0.786","0.055"
"86.21","1032.233","1.436837","0.86","0.057","86.21","1039.386","1.436837","0.868","0.061","86.21","996.9632","1.436831","0.7870001","0.055"
"86.22","1032.281","1.437006","0.86","0.057","86.22","1039.521","1.437006","0.869","0.061","86.22","997.0506","1.436994","0.7870001","0.055"
"86.23","1032.352","1.437169","0.86","0.057","86.23","1039.569","1.437169","0.869","0.061","86.23","997.0983","1.437163","0.7870001","0.055"
"86.24","1032.424","1.437331","0.86","0.057","86.24","1039.577","1.437338","0.869","0.061","86.24","997.1539","1.437331","0.7870001","0.055"
"86.25","1032.519","1.4375","0.86","0.057","86.25","1039.624","1.437506","0.869","0.061","86.25","997.2255","1.437494","0.7870001","0.055"
"86.26","1032.646","1.437669","0.86","0.057","86.26","1039.712","1.437675","0.869","0.061","86.26","997.3447","1.437662","0.7870001","0.055"
"86.27","1032.79","1.437837","0.86","0.057","86.27","1039.767","1.437844","0.869","0.061","86.27","997.448","1.437831","0.7870001","0.055"
"86.28","1032.893","1.438","0.86","0.057","86.28","1039.831","1.438006","0.869","0.061","86.28","997.4957","1.437994","0.7870001","0.055"
"86.29","1032.996","1.438175","0.86","0.058","86.29","1039.926","1.438175","0.869","0.061","86.29","997.5195","1.438162","0.7870001","0.055"
"86.3","1033.099","1.438337","0.86","0.058","86.3","1040.037","1.438344","0.869","0.061","86.3","997.5989","1.438331","0.788","0.055"
"86.31","1033.211","1.438506","0.8610001","0.058","86.31","1040.117","1.438512","0.8700001","0.061","86.31","997.742","1.438494","0.788","0.055"
"86.32","1033.322","1.438669","0.8610001","0.058","86.32","1040.165","1.438675","0.8700001","0.061","86.32","997.893","1.438662","0.788","0.055"
"86.33","1033.401","1.438837","0.8610001","0.058","86.33","1040.212","1.438844","0.8700001","0.061","86.33","997.9487","1.438831","0.788","0.055"
"86.34","1033.449","1.439006","0.8610001","0.058","86.34","1040.252","1.439012","0.8700001","0.061","86.34","997.9487","1.438994","0.788","0.055"
"86.35","1033.497","1.439169","0.8610001","0.058","86.35","1040.316","1.439175","0.8700001","0.061","86.35","997.9725","1.439156","0.788","0.055"
"86.36","1033.545","1.439337","0.8610001","0.058","86.36","1040.435","1.439344","0.8700001","0.061","86.36","998.0599","1.439325","0.788","0.055"
"86.37","1033.592","1.439506","0.8610001","0.058","86.37","1040.554","1.439512","0.8700001","0.061","86.37","998.1394","1.439487","0.788","0.055"
"86.38","1033.664","1.439675","0.8610001","0.058","86.38","1040.665","1.439675","0.8700001","0.061","86.38","998.2189","1.439656","0.788","0.055"
"86.39","1033.751","1.439844","0.8610001","0.058","86.39","1040.745","1.439844","0.8710001","0.061","86.39","998.3221","1.439825","0.789","0.055"
"86.4","1033.823","1.440012","0.862","0.058","86.4","1040.816","1.440006","0.8710001","0.061","86.4","998.4652","1.439994","0.789","0.055"
"86.41","1033.91","1.440181","0.862","0.058","86.41","1040.864","1.440169","0.8710001","0.061","86.41","998.6003","1.440156","0.789","0.055"
"86.42","1034.013","1.440344","0.862","0.058","86.42","1040.951","1.440337","0.8710001","0.061","86.42","998.6719","1.440325","0.789","0.055"
"86.43","1034.141","1.440506","0.862","0.058","86.43","1041.063","1.440506","0.8710001","0.061","86.43","998.7116","1.440494","0.789","0.055"
"86.44","1034.212","1.440675","0.862","0.058","86.44","1041.166","1.440669","0.8710001","0.061","86.44","998.7911","1.440663","0.789","0.055"
"86.45","1034.236","1.440838","0.862","0.058","86.45","1041.238","1.440838","0.8710001","0.061","86.45","998.9023","1.440831","0.789","0.055"
"86.46","1034.292","1.441006","0.862","0.058","86.46","1041.261","1.441","0.8710001","0.061","86.46","998.9977","1.440994","0.789","0.055"
"86.47","1034.411","1.441169","0.862","0.058","86.47","1041.309","1.441169","0.8710001","0.061","86.47","999.0931","1.441162","0.789","0.055"
"86.48","1034.546","1.441337","0.862","0.058","86.48","1041.436","1.441331","0.872","0.061","86.48","999.1805","1.441331","0.789","0.055"
"86.49","1034.657","1.441506","0.863","0.058","86.49","1041.603","1.4415","0.872","0.061","86.49","999.2361","1.4415","0.79","0.055"
"86.5","1034.76","1.441669","0.863","0.058","86.5","1041.794","1.441669","0.872","0.061","86.5","999.2838","1.441669","0.79","0.055"
"86.51","1034.872","1.441837","0.863","0.058","86.51","1041.913","1.441837","0.872","0.061","86.51","999.3712","1.441831","0.79","0.055"
"86.52","1034.935","1.442","0.863","0.058","86.52","1041.929","1.442006","0.872","0.061","86.52","999.4904","1.442","0.79","0.055"
"86.53","1034.983","1.442169","0.863","0.058","86.53","1041.881","1.442175","0.872","0.061","86.53","999.5778","1.442169","0.79","0.055"
"86.54","1035.039","1.442331","0.863","0.058","86.54","1041.905","1.442344","0.872","0.061","86.54","999.6096","1.442331","0.79","0.055"
"86.55","1035.11","1.4425","0.863","0.058","86.55","1042.048","1.442506","0.872","0.061","86.55","999.6335","1.4425","0.79","0.055"
"86.56","1035.174","1.442669","0.863","0.058","86.56","1042.286","1.442675","0.872","0.061","86.56","999.7368","1.442669","0.79","0.055"
"86.57","1035.237","1.442837","0.864","0.058","86.57","1042.501","1.442844","0.873","0.061","86.57","999.9037","1.442831","0.79","0.055"
"86.58","1035.309","1.443","0.864","0.058","86.58","1042.636","1.443012","0.873","0.061","86.58","1000.071","1.442994","0.791","0.055"
"86.59","1035.404","1.443175","0.864","0.058","86.59","1042.684","1.443175","0.873","0.061","86.59","1000.166","1.443162","0.791","0.055"
"86.6","1035.547","1.443344","0.864","0.058","86.6","1042.708","1.443344","0.873","0.061","86.6","1000.182","1.443331","0.791","0.055"
"86.61","1035.682","1.443506","0.864","0.058","86.61","1042.748","1.443512","0.873","0.061","86.61","1000.166","1.4435","0.791","0.055"
"86.62","1035.762","1.443681","0.864","0.058","86.62","1042.827","1.443675","0.873","0.061","86.62","1000.253","1.443662","0.791","0.055"
"86.63","1035.81","1.443844","0.864","0.058","86.63","1042.922","1.443837","0.873","0.061","86.63","1000.444","1.443825","0.791","0.055"
"86.64","1035.873","1.444006","0.864","0.058","86.64","1042.986","1.444006","0.873","0.061","86.64","1000.651","1.443987","0.791","0.055"
"86.65","1035.953","1.444175","0.864","0.058","86.65","1043.01","1.444169","0.873","0.061","86.65","1000.754","1.444156","0.791","0.055"
"86.66","1036.032","1.444344","0.864","0.058","86.66","1043.01","1.444337","0.874","0.061","86.66","1000.73","1.444325","0.791","0.055"
"86.67","1036.08","1.444512","0.8650001","0.058","86.67","1043.01","1.4445","0.874","0.061","86.67","1000.682","1.444487","0.791","0.055"
"86.68","1036.127","1.444675","0.8650001","0.058","86.68","1043.073","1.444669","0.874","0.061","86.68","1000.754","1.444656","0.7920001","0.055"
"86.69","1036.183","1.444844","0.8650001","0.058","86.69","1043.193","1.444837","0.874","0.061","86.69","1000.953","1.444825","0.7920001","0.055"
"86.7","1036.271","1.445006","0.8650001","0.058","86.7","1043.351","1.445006","0.874","0.061","86.7","1001.104","1.444994","0.7920001","0.055"
"86.71","1036.342","1.445175","0.8650001","0.058","86.71","1043.526","1.445169","0.874","0.061","86.71","1001.151","1.445162","0.7920001","0.055"
"86.72","1036.39","1.445337","0.8650001","0.058","86.72","1043.646","1.445337","0.874","0.061","86.72","1001.128","1.445331","0.7920001","0.055"
"86.73","1036.429","1.4455","0.8650001","0.058","86.73","1043.661","1.445506","0.874","0.061","86.73","1001.143","1.445494","0.7920001","0.055"
"86.74","1036.557","1.445669","0.8650001","0.058","86.74","1043.646","1.445669","0.8750001","0.061","86.74","1001.215","1.445662","0.7920001","0.055"
"86.75","1036.747","1.445831","0.8650001","0.058","86.75","1043.693","1.445837","0.8750001","0.061","86.75","1001.358","1.445831","0.7920001","0.055"
"86.76","1036.946","1.446","0.8660001","0.058","86.76","1043.82","1.446006","0.8750001","0.061","86.76","1001.501","1.446","0.7920001","0.055"
"86.77","1037.049","1.446175","0.8660001","0.058","86.77","1043.948","1.446175","0.8750001","0.061","86.77","1001.573","1.446169","0.793","0.055"
"86.78","1037.097","1.446337","0.8660001","0.058","86.78","1044.019","1.446337","0.8750001","0.061","86.78","1001.565","1.446331","0.793","0.055"
"86.79","1037.161","1.446506","0.8660001","0.058","86.79","1044.019","1.446506","0.8750001","0.061","86.79","1001.573","1.4465","0.793","0.055"
"86.8","1037.232","1.446675","0.8660001","0.058","86.8","1044.011","1.446675","0.8750001","0.061","86.8","1001.684","1.446662","0.793","0.055"
"86.81","1037.351","1.446837","0.8660001","0.058","86.81","1044.059","1.446844","0.8750001","0.061","86.81","1001.851","1.446831","0.793","0.055"
"86.82","1037.51","1.447006","0.8660001","0.058","86.82","1044.194","1.447012","0.8750001","0.061","86.82","1002.057","1.446994","0.793","0.055"
"86.83","1037.669","1.447169","0.8660001","0.058","86.83","1044.361","1.447175","0.8750001","0.061","86.83","1002.24","1.447163","0.793","0.055"
"86.84","1037.788","1.447338","0.8660001","0.058","86.84","1044.504","1.447344","0.876","0.061","86.84","1002.344","1.447325","0.793","0.055"
"86.85","1037.844","1.447506","0.867","0.058","86.85","1044.575","1.447506","0.876","0.061","86.85","1002.391","1.447494","0.793","0.055"
"86.86","1037.908","1.447675","0.867","0.058","86.86","1044.647","1.447675","0.876","0.061","86.86","1002.407","1.447656","0.793","0.055"
"86.87","1038.019","1.447844","0.867","0.058","86.87","1044.782","1.447837","0.876","0.061","86.87","1002.415","1.447825","0.794","0.055"
"86.88","1038.146","1.448012","0.867","0.058","86.88","1044.925","1.448006","0.876","0.061","86.88","1002.431","1.447994","0.794","0.055"
"86.89","1038.233","1.448181","0.867","0.058","86.89","1045.02","1.448169","0.876","0.061","86.89","1002.526","1.448156","0.794","0.055"
"86.9","1038.257","1.448344","0.867","0.058","86.9","1045.108","1.448337","0.876","0.061","86.9","1002.677","1.448325","0.794","0.055"
"86.91","1038.257","1.448506","0.867","0.058","86.91","1045.179","1.448506","0.876","0.061","86.91","1002.812","1.448494","0.794","0.055"
"86.92","1038.281","1.448675","0.867","0.058","86.92","1045.235","1.448675","0.876","0.061","86.92","1002.836","1.448663","0.794","0.055"
"86.93","1038.329","1.448838","0.868","0.058","86.93","1045.275","1.448838","0.877","0.061","86.93","1002.828","1.448825","0.794","0.055"
"86.94","1038.376","1.449006","0.868","0.058","86.94","1045.346","1.449006","0.877","0.061","86.94","1002.876","1.448994","0.794","0.055"
"86.95","1038.424","1.449169","0.868","0.058","86.95","1045.465","1.449169","0.877","0.061","86.95","1003.019","1.449162","0.794","0.055"
"86.96","1038.472","1.449337","0.868","0.058","86.96","1045.577","1.449331","0.877","0.061","86.96","1003.186","1.449331","0.795","0.055"
"86.97","1038.535","1.449506","0.868","0.058","86.97","1045.632","1.4495","0.877","0.061","86.97","1003.321","1.449494","0.795","0.055"
"86.98","1038.655","1.449669","0.868","0.058","86.98","1045.672","1.449662","0.877","0.061","86.98","1003.401","1.449662","0.795","0.055"
"86.99","1038.853","1.449837","0.868","0.058","86.99","1045.744","1.449837","0.877","0.061","86.99","1003.512","1.449831","0.795","0.055"
"87","1039.044","1.450006","0.868","0.058","87","1045.871","1.450006","0.877","0.061","87","1003.655","1.45","0.795","0.055"
"87.01","1039.179","1.450169","0.868","0.058","87.01","1045.99","1.450169","0.878","0.061","87.01","1003.766","1.450169","0.795","0.055"
"87.02","1039.251","1.450331","0.869","0.058","87.02","1046.077","1.450337","0.878","0.061","87.02","1003.814","1.450331","0.795","0.055"
"87.03","1039.251","1.4505","0.869","0.058","87.03","1046.117","1.450506","0.878","0.061","87.03","1003.846","1.4505","0.795","0.055"
"87.04","1039.267","1.450669","0.869","0.058","87.04","1046.149","1.450675","0.878","0.061","87.04","1003.917","1.450669","0.795","0.055"
"87.05","1039.37","1.450837","0.869","0.058","87.05","1046.197","1.450844","0.878","0.061","87.05","1004.02","1.450831","0.795","0.055"
"87.06","1039.569","1.451","0.869","0.058","87.06","1046.308","1.451012","0.878","0.061","87.06","1004.124","1.451","0.7960001","0.055"
"87.07","1039.735","1.451175","0.869","0.058","87.07","1046.427","1.451175","0.878","0.061","87.07","1004.219","1.451162","0.7960001","0.055"
"87.08","1039.807","1.451337","0.869","0.058","87.08","1046.538","1.451344","0.878","0.061","87.08","1004.314","1.451331","0.7960001","0.055"
"87.09","1039.791","1.451506","0.869","0.058","87.09","1046.57","1.451512","0.878","0.061","87.09","1004.418","1.451494","0.7960001","0.055"
"87.1","1039.783","1.451675","0.869","0.058","87.1","1046.594","1.451675","0.878","0.061","87.1","1004.513","1.451662","0.7960001","0.055"
"87.11","1039.831","1.451837","0.8700001","0.058","87.11","1046.642","1.451844","0.8790001","0.061","87.11","1004.545","1.451825","0.7960001","0.055"
"87.12","1039.966","1.452006","0.8700001","0.058","87.12","1046.753","1.452006","0.8790001","0.061","87.12","1004.561","1.451994","0.7960001","0.055"
"87.13","1040.109","1.452175","0.8700001","0.058","87.13","1046.912","1.452175","0.8790001","0.061","87.13","1004.585","1.452156","0.7960001","0.056"
"87.14","1040.228","1.452338","0.8700001","0.058","87.14","1047.079","1.452338","0.8790001","0.061","87.14","1004.656","1.452325","0.7960001","0.056"
"87.15","1040.268","1.452506","0.8700001","0.058","87.15","1047.158","1.452506","0.8790001","0.061","87.15","1004.767","1.452487","0.7960001","0.056"
"87.16","1040.276","1.452675","0.8700001","0.058","87.16","1047.174","1.452669","0.8790001","0.061","87.16","1004.823","1.452656","0.7970001","0.056"
"87.17","1040.347","1.452837","0.8700001","0.058","87.17","1047.174","1.452837","0.8790001","0.061","87.17","1004.863","1.452819","0.7970001","0.056"
"87.18","1040.483","1.453006","0.8700001","0.058","87.18","1047.222","1.453","0.8790001","0.061","87.18","1004.958","1.452994","0.7970001","0.056"
"87.19","1040.61","1.453175","0.8700001","0.058","87.19","1047.333","1.453169","0.8800001","0.061","87.19","1005.109","1.453162","0.7970001","0.056"
"87.2","1040.689","1.453337","0.8700001","0.058","87.2","1047.5","1.453337","0.8800001","0.061","87.2","1005.244","1.453325","0.7970001","0.056"
"87.21","1040.713","1.453506","0.8710001","0.058","87.21","1047.667","1.453506","0.8800001","0.061","87.21","1005.308","1.453494","0.7970001","0.056"
"87.22","1040.745","1.453669","0.8710001","0.058","87.22","1047.786","1.453669","0.8800001","0.062","87.22","1005.292","1.453663","0.7970001","0.056"
"87.23","1040.785","1.453838","0.8710001","0.058","87.23","1047.834","1.453838","0.8800001","0.062","87.23","1005.268","1.453831","0.7970001","0.056"
"87.24","1040.816","1.454","0.8710001","0.058","87.24","1047.85","1.454006","0.8800001","0.062","87.24","1005.284","1.454","0.7970001","0.056"
"87.25","1040.888","1.454169","0.8710001","0.058","87.25","1047.826","1.454175","0.8800001","0.062","87.25","1005.34","1.454169","0.798","0.056"
"87.26","1040.999","1.454337","0.8710001","0.058","87.26","1047.834","1.454344","0.8800001","0.062","87.26","1005.459","1.454331","0.798","0.056"
"87.27","1041.142","1.454506","0.8710001","0.058","87.27","1047.929","1.454506","0.8800001","0.062","87.27","1005.634","1.4545","0.798","0.056"
"87.28","1041.301","1.454669","0.8710001","0.058","87.28","1048.104","1.454675","0.8800001","0.062","87.28","1005.785","1.454669","0.798","0.056"
"87.29","1041.381","1.454837","0.872","0.058","87.29","1048.255","1.454844","0.881","0.062","87.29","1005.96","1.454831","0.798","0.056"
"87.3","1041.42","1.455006","0.872","0.058","87.3","1048.366","1.455006","0.881","0.062","87.3","1006.087","1.455","0.798","0.056"
"87.31","1041.444","1.455175","0.872","0.058","87.31","1048.43","1.455175","0.881","0.062","87.31","1006.174","1.455162","0.798","0.056"
"87.32","1041.54","1.455344","0.872","0.058","87.32","1048.462","1.455344","0.881","0.062","87.32","1006.222","1.455325","0.798","0.056"
"87.33","1041.698","1.455506","0.872","0.058","87.33","1048.525","1.455506","0.881","0.062","87.33","1006.246","1.455494","0.798","0.056"
"87.34","1041.857","1.455675","0.872","0.058","87.34","1048.644","1.455675","0.881","0.062","87.34","1006.309","1.455662","0.799","0.056"
"87.35","1042","1.455844","0.872","0.058","87.35","1048.78","1.455837","0.881","0.062","87.35","1006.436","1.455825","0.799","0.056"
"87.36","1042.128","1.456012","0.872","0.058","87.36","1048.859","1.456006","0.881","0.062","87.36","1006.579","1.455987","0.799","0.056"
"87.37","1042.239","1.456181","0.872","0.058","87.37","1048.922","1.456175","0.882","0.062","87.37","1006.707","1.456156","0.799","0.056"
"87.38","1042.334","1.456344","0.873","0.058","87.38","1049.018","1.456337","0.882","0.062","87.38","1006.786","1.456325","0.799","0.056"
"87.39","1042.382","1.456512","0.873","0.058","87.39","1049.161","1.456506","0.882","0.062","87.39","1006.858","1.456494","0.799","0.056"
"87.4","1042.406","1.456681","0.873","0.058","87.4","1049.272","1.456669","0.882","0.062","87.4","1006.953","1.456662","0.799","0.056"
"87.41","1042.406","1.45685","0.873","0.058","87.41","1049.296","1.456837","0.882","0.062","87.41","1007.088","1.456825","0.799","0.056"
"87.42","1042.43","1.457012","0.873","0.058","87.42","1049.248","1.457006","0.882","0.062","87.42","1007.247","1.456994","0.799","0.056"
"87.43","1042.525","1.457181","0.873","0.058","87.43","1049.256","1.457169","0.882","0.062","87.43","1007.39","1.457162","0.799","0.056"
"87.44","1042.7","1.457344","0.873","0.058","87.44","1049.391","1.457337","0.882","0.062","87.44","1007.462","1.457325","0.8","0.056"
"87.45","1042.867","1.457512","0.873","0.058","87.45","1049.574","1.4575","0.882","0.062","87.45","1007.454","1.457494","0.8","0.056"
"87.46","1042.978","1.457675","0.874","0.058","87.46","1049.725","1.457669","0.883","0.062","87.46","1007.414","1.457662","0.8","0.056"
"87.47","1043.026","1.457844","0.874","0.058","87.47","1049.86","1.457831","0.883","0.062","87.47","1007.414","1.457825","0.8","0.056"
"87.48","1043.057","1.458006","0.874","0.058","87.48","1049.956","1.458","0.883","0.062","87.48","1007.438","1.457994","0.8","0.056"
"87.49","1043.121","1.458175","0.874","0.058","87.49","1050.019","1.458162","0.883","0.062","87.49","1007.525","1.458162","0.8","0.056"
"87.5","1043.2","1.458337","0.874","0.058","87.5","1050.051","1.458337","0.883","0.062","87.5","1007.644","1.458331","0.8","0.056"
"87.51","1043.272","1.4585","0.874","0.058","87.51","1050.091","1.458506","0.883","0.062","87.51","1007.764","1.4585","0.8","0.056"
"87.52","1043.32","1.458669","0.874","0.058","87.52","1050.17","1.458669","0.883","0.062","87.52","1007.835","1.458663","0.8","0.056"
"87.53","1043.336","1.458831","0.874","0.058","87.53","1050.329","1.458838","0.883","0.062","87.53","1007.875","1.458831","0.8","0.056"
"87.54","1043.399","1.459","0.874","0.058","87.54","1050.464","1.459006","0.883","0.062","87.54","1007.922","1.458994","0.8010001","0.056"
"87.55","1043.502","1.459169","0.874","0.058","87.55","1050.488","1.459175","0.8840001","0.062","87.55","1008.018","1.459162","0.8010001","0.056"
"87.56","1043.622","1.459331","0.874","0.058","87.56","1050.472","1.459344","0.8840001","0.062","87.56","1008.121","1.459325","0.8010001","0.056"
"87.57","1043.733","1.4595","0.8750001","0.058","87.57","1050.512","1.459506","0.8840001","0.062","87.57","1008.209","1.459494","0.8010001","0.056"
"87.58","1043.828","1.459669","0.8750001","0.058","87.58","1050.591","1.459675","0.8840001","0.062","87.58","1008.28","1.459662","0.8010001","0.056"
"87.59","1043.868","1.459837","0.8750001","0.059","87.59","1050.703","1.459844","0.8840001","0.062","87.59","1008.368","1.459825","0.8010001","0.056"
"87.6","1043.916","1.460006","0.8750001","0.059","87.6","1050.822","1.460006","0.8840001","0.062","87.6","1008.471","1.459994","0.8010001","0.056"
"87.61","1044.043","1.460175","0.8750001","0.059","87.61","1050.909","1.460175","0.8840001","0.062","87.61","1008.582","1.460163","0.8010001","0.056"
"87.62","1044.226","1.460344","0.8750001","0.059","87.62","1050.957","1.460344","0.8840001","0.062","87.62","1008.693","1.460325","0.8010001","0.056"
"87.63","1044.393","1.460506","0.8750001","0.059","87.63","1051.029","1.460506","0.8850001","0.062","87.63","1008.797","1.460487","0.802","0.056"
"87.64","1044.48","1.460669","0.8750001","0.059","87.64","1051.172","1.460675","0.8850001","0.062","87.64","1008.868","1.460656","0.802","0.056"
"87.65","1044.496","1.460837","0.876","0.059","87.65","1051.362","1.460837","0.8850001","0.062","87.65","1008.916","1.460825","0.802","0.056"
"87.66","1044.464","1.461006","0.876","0.059","87.66","1051.537","1.461","0.8850001","0.062","87.66","1008.956","1.460987","0.802","0.056"
"87.67","1044.52","1.461175","0.876","0.059","87.67","1051.609","1.461169","0.8850001","0.062","87.67","1009.051","1.461156","0.802","0.056"
"87.68","1044.647","1.461344","0.876","0.059","87.68","1051.609","1.461337","0.8850001","0.062","87.68","1009.21","1.461319","0.802","0.056"
"87.69","1044.79","1.461506","0.876","0.059","87.69","1051.593","1.461506","0.8850001","0.062","87.69","1009.401","1.461494","0.802","0.056"
"87.7","1044.877","1.461669","0.876","0.059","87.7","1051.633","1.461675","0.8850001","0.062","87.7","1009.544","1.461656","0.802","0.056"
"87.71","1044.877","1.461837","0.876","0.059","87.71","1051.68","1.461837","0.8850001","0.062","87.71","1009.615","1.461825","0.802","0.056"
"87.72","1044.917","1.462006","0.876","0.059","87.72","1051.752","1.462006","0.8850001","0.062","87.72","1009.655","1.461994","0.802","0.056"
"87.73","1045.044","1.462169","0.876","0.059","87.73","1051.871","1.462175","0.8850001","0.062","87.73","1009.734","1.462162","0.803","0.056"
