"1 _ 1",,,,,"1 _ 2",,,,,"1 _ 3",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"0.65","20.2179","0.0108375","0.006","0","0.65","19.7649","0.01083125","0.006","0.001","0.65","18.84302","0.01081875","0.005","0"
"0.66","20.353","0.01100625","0.006","0","0.66","19.96358","0.011","0.006","0.001","0.66","19.08938","0.0109875","0.005","0"
"0.67","20.44837","0.01116875","0.006","0","0.67","20.13842","0.0111625","0.006","0.001","0.67","19.16885","0.01115","0.005","0"
"0.68","20.58347","0.0113375","0.006","0","0.68","20.2179","0.01133125","0.006","0.001","0.68","19.16885","0.01131875","0.006","0"
"0.69","20.77421","0.01150625","0.006","0","0.69","20.28147","0.0115","0.006","0.001","0.69","19.18475","0.0114875","0.006","0"
"0.7","20.96494","0.01166875","0.006","0","0.7","20.42452","0.01166875","0.006","0.001","0.7","19.28012","0.01165625","0.006","0"
"0.71","21.13183","0.01183125","0.006","0","0.71","20.60731","0.0118375","0.006","0.001","0.71","19.43906","0.011825","0.006","0"
"0.72","21.25899","0.012","0.007","0","0.72","20.77421","0.012","0.007","0.001","0.72","19.60596","0.01199375","0.006","0"
"0.73","21.35436","0.01216875","0.007","0","0.73","20.89342","0.01216875","0.007","0.001","0.73","19.74106","0.0121625","0.006","0"
"0.74","21.44972","0.01233125","0.007","0","0.74","20.93315","0.0123375","0.007","0.001","0.74","19.82053","0.012325","0.006","0"
"0.75","21.56893","0.01249375","0.007","0","0.75","20.98083","0.01250625","0.007","0.001","0.75","19.90795","0.01249375","0.006","0"
"0.76","21.71198","0.0126625","0.007","0","0.76","21.10004","0.012675","0.007","0.001","0.76","20.01127","0.0126625","0.006","0"
"0.77","21.84709","0.0128375","0.007","0","0.77","21.30667","0.0128375","0.007","0.001","0.77","20.13842","0.012825","0.006","0"
"0.78","21.98219","0.01300625","0.007","0","0.78","21.52125","0.01300625","0.007","0.001","0.78","20.28147","0.01299375","0.007","0"
"0.79","22.13319","0.01316875","0.007","0","0.79","21.70404","0.013175","0.007","0.001","0.79","20.44042","0.0131625","0.007","0"
"0.8","22.30009","0.0133375","0.007","0","0.8","21.83119","0.01334375","0.007","0.001","0.8","20.58347","0.013325","0.007","0"
"0.81","22.45108","0.0135","0.007","0","0.81","21.99014","0.01350625","0.007","0.001","0.81","20.71063","0.01349375","0.007","0"
"0.82","22.5544","0.01366875","0.007","0","0.82","22.17293","0.01368125","0.008","0.001","0.82","20.83778","0.0136625","0.007","0"
"0.83","22.67361","0.0138375","0.008","0","0.83","22.35571","0.01384375","0.008","0.001","0.83","20.95699","0.013825","0.007","0"
"0.84","22.80871","0.01400625","0.008","0","0.84","22.50671","0.0140125","0.008","0.001","0.84","21.08415","0.01399375","0.007","0"
"0.85","22.95176","0.01416875","0.008","0","0.85","22.67361","0.014175","0.008","0.001","0.85","21.25899","0.01415625","0.007","0"
"0.86","23.08687","0.0143375","0.008","0","0.86","22.89613","0.01434375","0.008","0.001","0.86","21.45767","0.01431875","0.007","0"
"0.87","23.20608","0.01450625","0.008","0","0.87","23.09481","0.01450625","0.008","0.001","0.87","21.63251","0.0144875","0.007","0"
"0.88","23.37297","0.014675","0.008","0","0.88","23.20608","0.014675","0.008","0.001","0.88","21.75172","0.0146625","0.007","0"
"0.89","23.5796","0.01484375","0.008","0","0.89","23.24581","0.01484375","0.008","0.001","0.89","21.83119","0.014825","0.007","0"
"0.9","23.77033","0.01500625","0.008","0","0.9","23.30144","0.01500625","0.008","0.001","0.9","21.92656","0.01499375","0.008","0"
"0.91","23.8657","0.015175","0.008","0","0.91","23.42065","0.01516875","0.008","0.001","0.91","22.02988","0.01515625","0.008","0"
"0.92","23.94517","0.0153375","0.008","0","0.92","23.5796","0.0153375","0.008","0.001","0.92","22.1014","0.015325","0.008","0"
"0.93","24.02464","0.01550625","0.009000001","0","0.93","23.69881","0.01550625","0.008","0.001","0.93","22.22061","0.01549375","0.008","0"
"0.94","24.14385","0.015675","0.009000001","0","0.94","23.79417","0.01566875","0.009000001","0.001","0.94","22.4034","0.0156625","0.008","0"
"0.95","24.27896","0.01584375","0.009000001","0","0.95","23.89749","0.01583125","0.009000001","0.001","0.95","22.5544","0.01583125","0.008","0"
"0.96","24.4379","0.01600625","0.009000001","0","0.96","24.04054","0.016","0.009000001","0.001","0.96","22.64182","0.016","0.008","0"
"0.97","24.63659","0.01616875","0.009000001","0","0.97","24.19154","0.0161625","0.009000001","0.001","0.97","22.76103","0.01616875","0.008","0"
"0.98","24.86706","0.01633125","0.009000001","0","0.98","24.36638","0.01633125","0.009000001","0.001","0.98","22.95176","0.0163375","0.008","0"
"0.99","25.09753","0.01650625","0.009000001","0","0.99","24.51738","0.0165","0.009000001","0.001","0.99","23.15839","0.0165","0.008","0"
"1","25.25648","0.01666875","0.009000001","0","1","24.65248","0.01666875","0.009000001","0.001","1","23.30144","0.01666875","0.008","0"
"1.01","25.35184","0.01683125","0.009000001","0","1.01","24.77169","0.0168375","0.009000001","0.001","1.01","23.43655","0.0168375","0.009000001","0"
"1.02","25.48695","0.017","0.009000001","0","1.02","24.93858","0.017","0.009000001","0.001","1.02","23.53191","0.01700625","0.009000001","0"
"1.03","25.63","0.01716875","0.01","0","1.03","25.16111","0.01716875","0.009000001","0.001","1.03","23.62728","0.01716875","0.009000001","0"
"1.04","25.75715","0.01733125","0.01","0","1.04","25.39953","0.0173375","0.01","0.001","1.04","23.76238","0.0173375","0.009000001","0"
"1.05","25.84457","0.0175","0.01","0","1.05","25.59026","0.01750625","0.01","0.001","1.05","23.95312","0.0175","0.009000001","0"
"1.06","25.97968","0.0176625","0.01","0","1.06","25.72536","0.01766875","0.01","0.001","1.06","24.12001","0.01766875","0.009000001","0"
"1.07","26.2181","0.01783125","0.01","0","1.07","25.86047","0.0178375","0.01","0.001","1.07","24.26306","0.01783125","0.009000001","0"
"1.08","26.49625","0.018","0.01","0","1.08","26.01147","0.01800625","0.01","0.001","1.08","24.39022","0.01799375","0.009000001","0"
"1.09","26.72672","0.01816875","0.01","0","1.09","26.17836","0.018175","0.01","0.001","1.09","24.51738","0.0181625","0.009000001","0"
"1.1","26.87772","0.0183375","0.01","0","1.1","26.32936","0.0183375","0.01","0.001","1.1","24.66838","0.01833125","0.009000001","0"
"1.11","26.96514","0.01850625","0.01","0","1.11","26.48036","0.01850625","0.01","0.001","1.11","24.83527","0.01849375","0.009000001","0"
"1.12","27.02872","0.018675","0.01","0","1.12","26.6393","0.01866875","0.01","0.001","1.12","24.97832","0.0186625","0.009000001","0"
"1.13","27.15588","0.0188375","0.01","0","1.13","26.75851","0.0188375","0.01","0.001","1.13","25.08958","0.018825","0.009000001","0"
"1.14","27.3625","0.01900625","0.011","0","1.14","26.86977","0.01900625","0.01","0.001","1.14","25.18495","0.01899375","0.01","0"
"1.15","27.52145","0.019175","0.011","0","1.15","27.03667","0.01916875","0.011","0.001","1.15","25.28032","0.01915625","0.01","0"
"1.16","27.60092","0.0193375","0.011","0","1.16","27.25124","0.01933125","0.011","0.001","1.16","25.35184","0.01931875","0.01","0"
"1.17","27.67245","0.01950625","0.011","0","1.17","27.42608","0.0195","0.011","0.001","1.17","25.42337","0.0194875","0.01","0"
"1.18","27.78371","0.01966875","0.011","0","1.18","27.54529","0.0196625","0.011","0.001","1.18","25.51874","0.01965625","0.01","0"
"1.19","27.94266","0.01984375","0.011","0","1.19","27.64861","0.01983125","0.011","0.001","1.19","25.70152","0.019825","0.01","0.001"
"1.2","28.14929","0.02000625","0.011","0","1.2","27.82345","0.02000625","0.011","0.001","1.2","25.9161","0.01999375","0.01","0.001"
"1.21","28.34797","0.02016875","0.011","0","1.21","27.99829","0.02016875","0.011","0.001","1.21","26.12273","0.0201625","0.01","0.001"
"1.22","28.53076","0.02033125","0.011","0","1.22","28.18108","0.0203375","0.011","0.001","1.22","26.28168","0.020325","0.01","0.001"
"1.23","28.64202","0.0205","0.011","0","1.23","28.34002","0.0205","0.011","0.001","1.23","26.38499","0.0205","0.01","0.001"
"1.24","28.69765","0.0206625","0.011","0","1.24","28.49102","0.02066875","0.011","0.001","1.24","26.5042","0.0206625","0.01","0.001"
"1.25","28.80891","0.02083125","0.012","0","1.25","28.64997","0.0208375","0.011","0.001","1.25","26.6552","0.02083125","0.011","0.001"
"1.26","28.99965","0.021","0.012","0","1.26","28.79302","0.02100625","0.011","0.001","1.26","26.8062","0.02099375","0.011","0.001"
"1.27","29.16654","0.021175","0.012","0","1.27","28.88044","0.021175","0.012","0.001","1.27","26.92541","0.0211625","0.011","0.001"
"1.28","29.2937","0.0213375","0.012","0","1.28","28.92812","0.0213375","0.012","0.001","1.28","27.00488","0.02133125","0.011","0.001"
"1.29","29.37317","0.0215","0.012","0","1.29","28.99965","0.02150625","0.012","0.001","1.29","27.06051","0.0215","0.011","0.001"
"1.3","29.49238","0.02166875","0.012","0","1.3","29.11091","0.021675","0.012","0.001","1.3","27.15588","0.0216625","0.011","0.001"
"1.31","29.65927","0.0218375","0.012","0","1.31","29.21422","0.0218375","0.012","0.001","1.31","27.26714","0.02183125","0.011","0.001"
"1.32","29.85795","0.02200625","0.012","0","1.32","29.34933","0.0220125","0.012","0.001","1.32","27.33866","0.02199375","0.011","0.001"
"1.33","30.04869","0.02216875","0.012","0","1.33","29.54006","0.022175","0.012","0.001","1.33","27.40224","0.0221625","0.011","0.001"
"1.34","30.21558","0.0223375","0.012","0","1.34","29.78643","0.02234375","0.012","0.001","1.34","27.48171","0.022325","0.011","0.001"
"1.35","30.39837","0.02250625","0.013","0","1.35","29.96127","0.02250625","0.012","0.001","1.35","27.64861","0.02249375","0.011","0.001"
"1.36","30.56526","0.022675","0.013","0","1.36","30.09637","0.022675","0.012","0.001","1.36","27.87113","0.02265625","0.011","0.001"
"1.37","30.63679","0.0228375","0.013","0","1.37","30.25532","0.0228375","0.013","0.002","1.37","28.03802","0.022825","0.012","0.001"
"1.38","30.65268","0.02300625","0.013","0","1.38","30.44605","0.02300625","0.013","0.002","1.38","28.17313","0.02299375","0.012","0.001"
"1.39","30.72421","0.023175","0.013","0","1.39","30.5891","0.023175","0.013","0.002","1.39","28.29234","0.0231625","0.012","0.001"
"1.4","30.89905","0.02334375","0.013","0","1.4","30.66063","0.0233375","0.013","0.002","1.4","28.41949","0.023325","0.012","0.001"
"1.41","31.10568","0.02350625","0.013","0","1.41","30.77984","0.0235","0.013","0.002","1.41","28.59434","0.02349375","0.012","0.001"
"1.42","31.27257","0.023675","0.013","0","1.42","31.01031","0.02366875","0.013","0.002","1.42","28.79302","0.0236625","0.012","0.001"
"1.43","31.39178","0.0238375","0.013","0","1.43","31.28847","0.0238375","0.013","0.002","1.43","28.95196","0.023825","0.012","0.001"
"1.44","31.4792","0.02400625","0.013","0","1.44","31.51099","0.024","0.013","0.002","1.44","29.06322","0.02399375","0.012","0.001"
"1.45","31.57457","0.024175","0.013","0","1.45","31.66199","0.02416875","0.013","0.002","1.45","29.16654","0.0241625","0.012","0.001"
"1.46","31.69378","0.0243375","0.013","0","1.46","31.71762","0.02433125","0.013","0.002","1.46","29.2937","0.02433125","0.012","0.001"
"1.47","31.86067","0.0245","0.014","0","1.47","31.78914","0.0245","0.013","0.002","1.47","29.4129","0.02449375","0.013","0.001"
"1.48","32.04346","0.02466875","0.014","0","1.48","31.88451","0.0246625","0.014","0.002","1.48","29.51622","0.0246625","0.013","0.001"
"1.49","32.13882","0.0248375","0.014","0","1.49","31.99577","0.02483125","0.014","0.002","1.49","29.65132","0.02483125","0.013","0.001"
"1.5","32.2024","0.025","0.014","0","1.5","32.11498","0.025","0.014","0.002","1.5","29.84206","0.025","0.013","0.001"
"1.51","32.30572","0.0251625","0.014","0","1.51","32.22625","0.02516875","0.014","0.002","1.51","30.04869","0.02516875","0.013","0.001"
"1.52","32.48851","0.02533125","0.014","0","1.52","32.34546","0.0253375","0.014","0.002","1.52","30.21558","0.0253375","0.013","0.001"
"1.53","32.70308","0.0255","0.014","0","1.53","32.48851","0.02550625","0.014","0.002","1.53","30.32684","0.0255","0.013","0.001"
"1.54","32.88587","0.0256625","0.014","0","1.54","32.70308","0.025675","0.014","0.002","1.54","30.37453","0.0256625","0.013","0.001"
"1.55","33.05276","0.02583125","0.014","0","1.55","32.95739","0.0258375","0.014","0.002","1.55","30.37453","0.02583125","0.013","0.001"
"1.56","33.25939","0.026","0.015","0","1.56","33.15608","0.02600625","0.014","0.002","1.56","30.39837","0.026","0.013","0.001"
"1.57","33.46602","0.0261625","0.015","0","1.57","33.27529","0.026175","0.014","0.002","1.57","30.50963","0.0261625","0.013","0.001"
"1.58","33.64881","0.02633125","0.015","0","1.58","33.3786","0.02634375","0.015","0.002","1.58","30.66063","0.02633125","0.013","0.001"
"1.59","33.75212","0.02650625","0.015","0.001","1.59","33.49781","0.02650625","0.015","0.002","1.59","30.79573","0.02649375","0.013","0.001"
"1.6","33.83954","0.02666875","0.015","0.001","1.6","33.64881","0.026675","0.015","0.002","1.6","30.96263","0.0266625","0.014","0.001"
"1.61","33.97465","0.0268375","0.015","0.001","1.61","33.79186","0.0268375","0.015","0.002","1.61","31.1772","0.026825","0.014","0.001"
"1.62","34.14154","0.02700625","0.015","0.001","1.62","33.93491","0.02700625","0.015","0.002","1.62","31.41562","0.02699375","0.014","0.001"
"1.63","34.28459","0.02716875","0.015","0.001","1.63","34.12564","0.02716875","0.015","0.002","1.63","31.6143","0.02715625","0.014","0.001"
"1.64","34.4038","0.0273375","0.015","0.001","1.64","34.29254","0.0273375","0.015","0.002","1.64","31.7653","0.027325","0.014","0.001"
"1.65","34.53891","0.02750625","0.015","0.001","1.65","34.4197","0.0275","0.015","0.002","1.65","31.97193","0.02749375","0.014","0.001"
"1.66","34.68196","0.027675","0.015","0.001","1.66","34.56275","0.02766875","0.015","0.002","1.66","32.22625","0.02765625","0.014","0.001"
"1.67","34.82501","0.02784375","0.015","0.001","1.67","34.76937","0.02783125","0.015","0.002","1.67","32.43287","0.027825","0.014","0.001"
"1.68","34.9919","0.02800625","0.016","0.001","1.68","34.98395","0.028","0.015","0.002","1.68","32.5044","0.0279875","0.014","0.001"
"1.69","35.19058","0.028175","0.016","0.001","1.69","35.11906","0.02816875","0.015","0.002","1.69","32.51235","0.02815625","0.014","0.001"
"1.7","35.36542","0.0283375","0.016","0.001","1.7","35.127","0.0283375","0.015","0.002","1.7","32.53619","0.028325","0.014","0.001"
"1.71","35.50053","0.02850625","0.016","0.001","1.71","35.15084","0.0285","0.015","0.002","1.71","32.60772","0.02849375","0.015","0.001"
"1.72","35.59589","0.02866875","0.016","0.001","1.72","35.28595","0.02866875","0.015","0.002","1.72","32.74282","0.0286625","0.015","0.001"
"1.73","35.7151","0.0288375","0.016","0.001","1.73","35.50053","0.0288375","0.015","0.002","1.73","32.88587","0.02883125","0.015","0.001"
"1.74","35.88994","0.029","0.016","0.001","1.74","35.731","0.029","0.015","0.002","1.74","33.00508","0.029","0.015","0.001"
"1.75","36.06479","0.0291625","0.016","0.001","1.75","35.89789","0.02916875","0.015","0.002","1.75","33.10044","0.0291625","0.015","0.001"
"1.76","36.19989","0.02933125","0.016","0.001","1.76","36.00915","0.0293375","0.015","0.002","1.76","33.17992","0.02933125","0.015","0.001"
"1.77","36.28731","0.02950625","0.016","0.001","1.77","36.06479","0.02950625","0.015","0.002","1.77","33.27529","0.0295","0.015","0.001"
"1.78","36.4383","0.02966875","0.017","0.001","1.78","36.13631","0.029675","0.016","0.002","1.78","33.41834","0.0296625","0.015","0.001"
"1.79","36.68467","0.0298375","0.017","0.001","1.79","36.28731","0.0298375","0.016","0.002","1.79","33.60112","0.02983125","0.015","0.001"
"1.8","36.92309","0.03","0.017","0.001","1.8","36.47804","0.03000625","0.016","0.002","1.8","33.79186","0.03","0.015","0.001"
"1.81","37.11383","0.03016875","0.017","0.001","1.81","36.64494","0.030175","0.016","0.002","1.81","33.97465","0.0301625","0.015","0.001"
"1.82","37.25688","0.0303375","0.017","0.001","1.82","36.78799","0.03034375","0.016","0.002","1.82","34.17333","0.03033125","0.015","0.001"
"1.83","37.36814","0.03050625","0.017","0.001","1.83","36.89925","0.03050625","0.016","0.002","1.83","34.37201","0.03049375","0.016","0.001"
"1.84","37.4794","0.03066875","0.017","0.001","1.84","37.01846","0.030675","0.016","0.002","1.84","34.51506","0.0306625","0.016","0.001"
"1.85","37.6304","0.0308375","0.017","0.001","1.85","37.20124","0.03084375","0.016","0.002","1.85","34.59454","0.030825","0.016","0.001"
"1.86","37.80524","0.03100625","0.017","0.001","1.86","37.40788","0.03100625","0.016","0.002","1.86","34.66606","0.0309875","0.016","0.001"
"1.87","37.95624","0.031175","0.017","0.001","1.87","37.59861","0.03116875","0.016","0.002","1.87","34.81706","0.03115625","0.016","0.001"
"1.88","38.09929","0.03134375","0.017","0.001","1.88","37.72577","0.0313375","0.016","0.002","1.88","34.9919","0.031325","0.016","0.001"
"1.89","38.29797","0.0315125","0.018","0.001","1.89","37.81319","0.03150625","0.016","0.002","1.89","35.1429","0.03149375","0.016","0.001"
"1.9","38.51255","0.031675","0.018","0.001","1.9","37.88471","0.03166875","0.016","0.002","1.9","35.21442","0.03165625","0.016","0.001"
"1.91","38.70328","0.03184375","0.018","0.001","1.91","37.97213","0.0318375","0.016","0.002","1.91","35.26211","0.031825","0.016","0.001"
"1.92","38.86223","0.03200625","0.018","0.001","1.92","38.12313","0.032","0.017","0.002","1.92","35.34158","0.03199375","0.016","0.001"
"1.93","39.02912","0.032175","0.018","0.001","1.93","38.32181","0.03216875","0.017","0.002","1.93","35.47668","0.03215625","0.016","0.001"
"1.94","39.19601","0.03234375","0.018","0.001","1.94","38.49665","0.03233125","0.017","0.002","1.94","35.61179","0.03233125","0.016","0.001"
"1.95","39.33112","0.03250625","0.018","0.001","1.95","38.6556","0.0325","0.017","0.002","1.95","35.731","0.03249375","0.017","0.001"
"1.96","39.41854","0.03266875","0.018","0.001","1.96","38.7907","0.03266875","0.017","0.002","1.96","35.85021","0.0326625","0.017","0.001"
"1.97","39.49006","0.0328375","0.018","0.001","1.97","38.94965","0.03283125","0.017","0.002","1.97","36.00915","0.03283125","0.017","0.001"
"1.98","39.56954","0.033","0.018","0.001","1.98","39.12449","0.033","0.017","0.002","1.98","36.17604","0.03299375","0.017","0.001"
"1.99","39.68875","0.03316875","0.018","0.001","1.99","39.33112","0.03316875","0.017","0.002","1.99","36.31115","0.0331625","0.017","0.001"
"2","39.79206","0.0333375","0.019","0.001","2","39.46622","0.0333375","0.018","0.002","2","36.43036","0.03333125","0.017","0.001"
"2.01","39.88743","0.0335","0.019","0.001","2.01","39.49801","0.03350625","0.018","0.002","2.01","36.52573","0.0335","0.017","0.001"
"2.02","40.00664","0.0336625","0.019","0.001","2.02","39.56954","0.03366875","0.018","0.002","2.02","36.64494","0.0336625","0.017","0.001"
"2.03","40.17353","0.03383125","0.019","0.001","2.03","39.72848","0.0338375","0.018","0.002","2.03","36.78004","0.03383125","0.017","0.001"
