"2 _ 1",,,,,"2 _ 2",,,,,"2 _ 3",,,,,"2 _ 4",,,,,"2 _ 5",,,,,"2 _ 6",,,,,"2 _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"0.18","30.10432","0.02998125","0.01","0","0.18","34.96806","0.02995","0.013","0.001","0.18","35.72305","0.03005625","0.015","0.001","0.18","23.49218","0.0149875","0.009000001","0.001","0.18","23.06302","0.01504375","0.007","0","0.18","22.69745","0.01500625","0.009000001","0","0.18","22.48287","0.01496875","0.008","0.001"
"0.19","31.27257","0.0316625","0.01","0","0.19","36.37473","0.0316375","0.014","0.001","0.19","37.14561","0.031675","0.016","0.001","0.19","24.12001","0.015825","0.009000001","0.001","0.19","23.77033","0.01586875","0.007","0","0.19","23.32528","0.0158375","0.009000001","0","0.19","23.15839","0.01581875","0.008","0.001"
"0.2","32.52029","0.03335","0.011","0","0.2","37.72577","0.0333375","0.015","0.001","0.2","38.59202","0.03333125","0.017","0.001","0.2","24.73195","0.01666875","0.009000001","0.001","0.2","24.32664","0.01668125","0.008","0","0.2","23.98491","0.016675","0.01","0","0.2","23.84186","0.0166625","0.009000001","0.001"
"0.21","33.76007","0.03500625","0.011","0","0.21","39.03707","0.0350125","0.016","0.001","0.21","40.03843","0.0350125","0.018","0.001","0.21","25.35184","0.01749375","0.01","0.001","0.21","24.88295","0.0175125","0.008","0","0.21","24.67632","0.0175125","0.01","0","0.21","24.55711","0.0175","0.009000001","0.001"
"0.22","34.94422","0.03663125","0.012","0","0.22","40.34042","0.0366375","0.017","0.001","0.22","41.4451","0.0367125","0.019","0.001","0.22","26.03531","0.01831875","0.01","0.001","0.22","25.55052","0.0183625","0.009000001","0","0.22","25.35184","0.01835625","0.011","0","0.22","25.26442","0.0183375","0.009000001","0.001"
"0.23","36.08863","0.0383","0.013","0.001","0.23","41.64378","0.03830625","0.017","0.001","0.23","42.84382","0.0383875","0.02","0.001","0.23","26.78235","0.019125","0.01","0.001","0.23","26.31346","0.0192","0.009000001","0","0.23","25.99557","0.0191875","0.011","0","0.23","25.94789","0.019175","0.01","0.001"
"0.24","37.18535","0.0399875","0.013","0.001","0.24","42.96303","0.0399875","0.018","0.001","0.24","44.25049","0.04001875","0.021","0.001","0.24","27.59298","0.01995625","0.01","0.001","0.24","27.08435","0.02003125","0.009000001","0","0.24","26.66315","0.02000625","0.012","0","0.24","26.6393","0.02001875","0.011","0.001"
"0.25","38.24234","0.041675","0.014","0.001","0.25","44.33791","0.04166875","0.019","0.001","0.25","45.68895","0.0416875","0.022","0.001","0.25","28.39565","0.02080625","0.011","0.001","0.25","27.85524","0.02086875","0.01","0","0.25","27.33866","0.02081875","0.012","0","0.25","27.39429","0.02085","0.011","0.001"
"0.26","39.26754","0.04333125","0.014","0.001","0.26","45.68895","0.04334375","0.02","0.002","0.26","47.11151","0.04336875","0.023","0.001","0.26","29.1427","0.02164375","0.011","0.001","0.26","28.58639","0.02170625","0.01","0","0.26","28.01418","0.02165","0.013","0","0.26","28.20492","0.0216625","0.012","0.001"
"0.27","40.31658","0.04495625","0.015","0.001","0.27","47.00025","0.0449625","0.021","0.002","0.27","48.47844","0.04505625","0.024","0.001","0.27","29.82616","0.02248125","0.012","0.001","0.27","29.30164","0.02255","0.011","0","0.27","28.65791","0.0225","0.014","0","0.27","28.95991","0.022475","0.013","0.001"
"0.28","41.43715","0.04663125","0.015","0.001","0.28","48.33539","0.04661875","0.021","0.002","0.28","49.82948","0.04673125","0.025","0.001","0.28","30.52553","0.02331875","0.013","0.001","0.28","29.96127","0.02338125","0.011","0","0.28","29.2778","0.0233375","0.014","0","0.28","29.68311","0.0233","0.013","0.001"
"0.29","42.55772","0.048325","0.016","0.001","0.29","49.68643","0.04830625","0.022","0.002","0.29","51.18847","0.04835","0.026","0.001","0.29","31.24873","0.0241625","0.013","0.001","0.29","30.56526","0.02419375","0.012","0","0.29","29.8659","0.02416875","0.015","0","0.29","30.38247","0.02415","0.014","0.001"
"0.3","43.65444","0.05001875","0.017","0.001","0.3","51.03747","0.05000625","0.023","0.002","0.3","52.58719","0.05","0.027","0.002","0.3","31.97193","0.02500625","0.014","0.001","0.3","31.1772","0.02500625","0.012","0","0.3","30.47784","0.02500625","0.015","0","0.3","31.06594","0.02499375","0.014","0.001"
"0.31","44.75911","0.05168125","0.017","0.001","0.31","52.39646","0.05168125","0.024","0.002","0.31","53.99386","0.0516875","0.028","0.002","0.31","32.71898","0.02583125","0.014","0.001","0.31","31.81299","0.0258375","0.013","0.001","0.31","31.1772","0.02585","0.016","0.001","0.31","31.66994","0.02583125","0.015","0.001"
"0.32","45.87968","0.0533","0.018","0.001","0.32","53.79518","0.0533125","0.024","0.002","0.32","55.39258","0.0534","0.028","0.002","0.32","33.45013","0.02664375","0.015","0.001","0.32","32.51235","0.0266875","0.013","0.001","0.32","31.90835","0.0266875","0.016","0.001","0.32","32.25009","0.02666875","0.015","0.001"
"0.33","47.01614","0.05495625","0.019","0.001","0.33","55.20185","0.05496875","0.025","0.002","0.33","56.76746","0.055075","0.029","0.002","0.33","34.14949","0.02745625","0.016","0.001","0.33","33.21171","0.027525","0.014","0.001","0.33","32.64745","0.027525","0.017","0.001","0.33","32.82229","0.02750625","0.015","0.002"
"0.34","48.12082","0.05665","0.019","0.001","0.34","56.53699","0.05665625","0.026","0.002","0.34","58.12645","0.0567","0.03","0.002","0.34","34.78527","0.0282875","0.016","0.001","0.34","33.91107","0.0283625","0.014","0.001","0.34","33.31502","0.02835625","0.017","0.001","0.34","33.41834","0.02835","0.016","0.002"
"0.35","49.16986","0.05835625","0.02","0.001","0.35","57.81651","0.05835","0.027","0.002","0.35","59.50928","0.05835625","0.031","0.002","0.35","35.40516","0.0291375","0.016","0.001","0.35","34.59454","0.02920625","0.015","0.001","0.35","33.93491","0.0291625","0.018","0.001","0.35","33.98259","0.029175","0.016","0.002"
"0.36","50.17122","0.06000625","0.021","0.001","0.36","59.08807","0.060025","0.028","0.002","0.36","60.908","0.06004375","0.032","0.002","0.36","36.04094","0.029975","0.017","0.001","0.36","35.31774","0.03005","0.015","0.001","0.36","34.52301","0.02999375","0.018","0.001","0.36","34.57069","0.02999375","0.016","0.002"
"0.37","51.15668","0.061625","0.021","0.001","0.37","60.39937","0.06164375","0.028","0.002","0.37","62.3544","0.0617375","0.033","0.002","0.37","36.70057","0.0308125","0.017","0.001","0.37","36.08863","0.0308875","0.016","0.001","0.37","35.15879","0.0308375","0.019","0.001","0.37","35.20648","0.0308125","0.016","0.002"
"0.38","52.22956","0.0633","0.022","0.001","0.38","61.79015","0.0632875","0.029","0.002","0.38","63.76107","0.06341249","0.034","0.002","0.38","37.39198","0.03165625","0.017","0.001","0.38","36.81977","0.0317125","0.016","0.001","0.38","35.87405","0.0316875","0.019","0.001","0.38","35.92173","0.03164375","0.017","0.002"
"0.39","53.35808","0.06499375","0.022","0.001","0.39","63.20477","0.064975","0.03","0.002","0.39","65.11211","0.065025","0.035","0.002","0.39","38.05955","0.0325","0.018","0.001","0.39","37.48735","0.032525","0.016","0.001","0.39","36.6052","0.0325125","0.02","0.001","0.39","36.66878","0.03249375","0.018","0.002"
"0.4","54.49454","0.06668125","0.022","0.001","0.4","64.57964","0.066675","0.031","0.002","0.4","66.39957","0.066675","0.036","0.002","0.4","38.71123","0.0333375","0.018","0.002","0.4","38.11518","0.0333375","0.017","0.001","0.4","37.35225","0.03334375","0.02","0.001","0.4","37.41582","0.03333125","0.018","0.002"
"0.41","55.62305","0.06834375","0.023","0.001","0.41","65.83532","0.06834999","0.032","0.002","0.41","67.73472","0.0683625","0.037","0.002","0.41","39.35496","0.03416875","0.019","0.002","0.41","38.77481","0.03416875","0.017","0.001","0.41","38.03571","0.03418125","0.021","0.001","0.41","38.19466","0.03416875","0.019","0.002"
"0.42","56.74362","0.0699625","0.024","0.001","0.42","67.05125","0.069975","0.033","0.002","0.42","69.14139","0.0700625","0.038","0.002","0.42","40.01458","0.03498125","0.019","0.002","0.42","39.45827","0.0350125","0.018","0.001","0.42","38.63971","0.03503125","0.021","0.001","0.42","38.98938","0.03500625","0.019","0.002"
"0.43","57.84035","0.0716375","0.024","0.001","0.43","68.29103","0.07163125","0.034","0.002","0.43","70.60369","0.07173125","0.039","0.002","0.43","40.71395","0.0357875","0.02","0.002","0.43","40.15763","0.03585625","0.018","0.001","0.43","39.20396","0.0358625","0.022","0.001","0.43","39.76027","0.03584375","0.02","0.002"
"0.44","58.92118","0.07333125","0.025","0.002","0.44","69.60233","0.07331875","0.035","0.003","0.44","72.05009","0.07335625","0.04","0.002","0.44","41.4451","0.03661875","0.02","0.002","0.44","40.87289","0.03669375","0.018","0.001","0.44","39.87153","0.03668125","0.022","0.001","0.44","40.49937","0.03669375","0.02","0.002"
"0.45","60.00201","0.075025","0.025","0.002","0.45","70.93748","0.07501875","0.035","0.003","0.45","73.48061","0.07501875","0.041","0.002","0.45","42.1683","0.03746875","0.021","0.002","0.45","41.5802","0.03753125","0.019","0.001","0.45","40.61858","0.03749375","0.023","0.001","0.45","41.18283","0.03751875","0.021","0.002"
"0.46","61.18615","0.07668125","0.026","0.002","0.46","72.28056","0.07669999","0.036","0.003","0.46","74.86343","0.07670625","0.042","0.002","0.46","42.9074","0.03830625","0.021","0.002","0.46","42.27956","0.038375","0.019","0.001","0.46","41.36562","0.03831875","0.023","0.001","0.46","41.84246","0.03834375","0.022","0.002"
"0.47","62.45772","0.07830625","0.027","0.002","0.47","73.63955","0.07831874","0.037","0.003","0.47","76.23037","0.0784","0.043","0.002","0.47","43.67828","0.03915","0.022","0.002","0.47","42.95508","0.03921875","0.02","0.001","0.47","42.04114","0.0391625","0.024","0.001","0.47","42.48619","0.03915","0.022","0.002"
"0.48","63.73723","0.07998125","0.028","0.002","0.48","75.02238","0.079975","0.038","0.003","0.48","77.56551","0.08008125","0.044","0.003","0.48","44.45712","0.0399875","0.023","0.002","0.48","43.60676","0.04005","0.02","0.001","0.48","42.63719","0.04000625","0.025","0.001","0.48","43.05045","0.03998125","0.023","0.002"
"0.49","64.94522","0.081675","0.028","0.002","0.49","76.37342","0.08165625","0.039","0.003","0.49","78.94039","0.0817125","0.045","0.003","0.49","45.20416","0.040825","0.023","0.002","0.49","44.27433","0.0408625","0.021","0.001","0.49","43.23323","0.0408375","0.025","0.001","0.49","43.58292","0.04083125","0.023","0.002"
"0.5","66.0499","0.08335625","0.029","0.002","0.5","77.69267","0.08335","0.039","0.003","0.5","80.32322","0.08335625","0.046","0.003","0.5","45.89558","0.04166875","0.024","0.002","0.5","44.94985","0.04166875","0.021","0.001","0.5","43.87696","0.04168125","0.026","0.001","0.5","44.09949","0.04166875","0.024","0.002"
"0.51","67.08304","0.08501875","0.03","0.002","0.51","79.01987","0.0850125","0.04","0.003","0.51","81.74578","0.0850375","0.047","0.003","0.51","46.53136","0.0425","0.024","0.002","0.51","45.61742","0.0425","0.022","0.001","0.51","44.60017","0.042525","0.026","0.001","0.51","44.64785","0.0425","0.024","0.002"
"0.52","68.13208","0.08663125","0.031","0.002","0.52","80.33117","0.0866375","0.041","0.003","0.52","83.16835","0.08673125","0.048","0.003","0.52","47.1433","0.04331875","0.025","0.002","0.52","46.24526","0.04335625","0.022","0.001","0.52","45.33927","0.0433625","0.027","0.001","0.52","45.2439","0.0433375","0.024","0.002"
"0.53","69.22881","0.0883","0.031","0.002","0.53","81.63452","0.0883","0.041","0.003","0.53","84.6068","0.08840625","0.048","0.003","0.53","47.79498","0.04413125","0.025","0.002","0.53","46.8413","0.04419375","0.023","0.001","0.53","46.04657","0.04419375","0.027","0.001","0.53","45.832","0.044175","0.024","0.002"
"0.54","70.36527","0.08999375","0.032","0.002","0.54","82.96967","0.08998125","0.042","0.003","0.54","86.02937","0.090025","0.049","0.003","0.54","48.43076","0.04496875","0.026","0.002","0.54","47.48503","0.045025","0.023","0.001","0.54","46.7221","0.0450125","0.028","0.001","0.54","46.41215","0.0450125","0.025","0.002"
"0.55","71.50968","0.0916875","0.032","0.002","0.55","84.36044","0.09166875","0.043","0.003","0.55","87.3963","0.09168125","0.05","0.003","0.55","49.03476","0.045825","0.026","0.002","0.55","48.21618","0.04586875","0.024","0.001","0.55","47.38172","0.045825","0.028","0.001","0.55","47.02409","0.04585","0.025","0.002"
"0.56","72.59846","0.0933375","0.032","0.002","0.56","85.77505","0.09333125","0.044","0.003","0.56","88.7394","0.0933625","0.051","0.003","0.56","49.61491","0.0466625","0.026","0.002","0.56","48.96323","0.04670625","0.024","0.001","0.56","48.0334","0.04664375","0.029","0.001","0.56","47.72345","0.04666875","0.025","0.002"
"0.57","73.62366","0.09495625","0.033","0.002","0.57","87.14994","0.0949625","0.045","0.003","0.57","90.05865","0.09505625","0.052","0.003","0.57","50.22685","0.04749375","0.027","0.002","0.57","49.66259","0.04755","0.024","0.001","0.57","48.67713","0.0474875","0.029","0.001","0.57","48.49434","0.047475","0.025","0.002"
"0.58","74.61707","0.096625","0.033","0.002","0.58","88.46918","0.0966125","0.046","0.003","0.58","91.40968","0.09671875","0.053","0.003","0.58","50.85468","0.048325","0.027","0.002","0.58","50.25069","0.048375","0.025","0.001","0.58","49.32086","0.04833125","0.03","0.001","0.58","49.24933","0.0483125","0.026","0.002"
"0.59","75.58664","0.0983125","0.034","0.002","0.59","89.77254","0.09830625","0.047","0.003","0.59","92.83224","0.09834374","0.054","0.003","0.59","51.49047","0.0491625","0.027","0.002","0.59","50.83084","0.04919375","0.025","0.001","0.59","49.97253","0.04916875","0.03","0.001","0.59","49.96459","0.04915625","0.027","0.002"
"0.6","76.65157","0.1000187","0.034","0.002","0.6","91.06001","0.1000125","0.048","0.003","0.6","94.3025","0.09999375","0.055","0.003","0.6","52.20572","0.05","0.028","0.002","0.6","51.43483","0.0500125","0.026","0.001","0.6","50.64011","0.0500125","0.031","0.001","0.6","50.67189","0.05","0.027","0.002"
"0.61","77.79598","0.1016812","0.035","0.002","0.61","92.39515","0.1016937","0.049","0.003","0.61","95.77274","0.1016937","0.056","0.003","0.61","52.97661","0.050825","0.028","0.002","0.61","52.06267","0.05085","0.026","0.001","0.61","51.29178","0.05085","0.031","0.001","0.61","51.38715","0.05083125","0.028","0.002"
"0.62","78.98808","0.1032937","0.035","0.002","0.62","93.79387","0.1033125","0.05","0.003","0.62","97.15557","0.1034063","0.057","0.003","0.62","53.72365","0.05164375","0.029","0.002","0.62","52.7064","0.0517","0.027","0.001","0.62","51.91167","0.05169375","0.032","0.002","0.62","52.08651","0.0516625","0.029","0.002"
"0.63","80.18017","0.1049562","0.036","0.002","0.63","95.20849","0.1049625","0.05","0.004","0.63","98.48277","0.1050812","0.058","0.003","0.63","54.44686","0.0524625","0.029","0.002","0.63","53.35808","0.0525375","0.027","0.001","0.63","52.53156","0.05253125","0.032","0.002","0.63","52.77793","0.05250625","0.03","0.003"
"0.64","81.37226","0.10665","0.037","0.002","0.64","96.59132","0.10665","0.051","0.004","0.64","99.80202","0.1067","0.059","0.003","0.64","55.20185","0.05329375","0.03","0.002","0.64","54.04949","0.05336875","0.027","0.001","0.64","53.1435","0.05334375","0.033","0.002","0.64","53.49318","0.05335","0.03","0.003"
"0.65","82.52462","0.10835","0.038","0.002","0.65","97.9503","0.1083438","0.052","0.004","0.65","101.1928","0.10835","0.06","0.004","0.65","56.01247","0.05414375","0.031","0.002","0.65","54.78064","0.05420625","0.028","0.001","0.65","53.79518","0.05415625","0.033","0.002","0.65","54.17665","0.054175","0.031","0.003"
"0.66","83.6134","0.11","0.038","0.003","0.66","99.2775","0.1100125","0.053","0.004","0.66","102.6154","0.1100312","0.061","0.004","0.66","56.78336","0.05498125","0.031","0.002","0.66","55.55153","0.05504375","0.028","0.001","0.66","54.49454","0.054975","0.034","0.002","0.66","54.84422","0.05499375","0.031","0.003"
"0.67","84.67833","0.1116312","0.039","0.003","0.67","100.565","0.1116312","0.053","0.004","0.67","103.9982","0.111725","0.062","0.004","0.67","57.55424","0.055825","0.032","0.002","0.67","56.25884","0.05588125","0.029","0.001","0.67","55.17006","0.055825","0.034","0.002","0.67","55.45616","0.05580625","0.032","0.003"
"0.68","85.7989","0.1133187","0.04","0.003","0.68","101.8445","0.113275","0.054","0.004","0.68","105.3731","0.1133937","0.063","0.004","0.68","58.30129","0.0566625","0.032","0.002","0.68","56.88667","0.05670625","0.029","0.002","0.68","55.80584","0.05666875","0.035","0.002","0.68","56.01247","0.0566375","0.032","0.003"
"0.69","86.96715","0.115","0.04","0.003","0.69","103.1081","0.1149687","0.055","0.004","0.69","106.7638","0.1150125","0.064","0.004","0.69","59.01654","0.05750625","0.033","0.002","0.69","57.46682","0.05753125","0.029","0.002","0.69","56.44162","0.0575","0.036","0.002","0.69","56.52905","0.0574875","0.032","0.003"
"0.7","88.1354","0.1166812","0.041","0.003","0.7","104.3797","0.1166687","0.056","0.004","0.7","108.1785","0.1166625","0.064","0.004","0.7","59.67617","0.05834375","0.034","0.002","0.7","58.05492","0.05834375","0.03","0.002","0.7","57.0933","0.05834375","0.036","0.002","0.7","57.07741","0.058325","0.032","0.003"
"0.71","89.25597","0.1183312","0.042","0.003","0.71","105.683","0.1183437","0.056","0.004","0.71","109.5533","0.11835","0.06500001","0.004","0.71","60.304","0.059175","0.034","0.002","0.71","58.64302","0.059175","0.03","0.002","0.71","57.72114","0.05918125","0.037","0.002","0.71","57.6814","0.05916875","0.032","0.003"
"0.72","90.37653","0.1199562","0.042","0.003","0.72","107.0182","0.1199687","0.057","0.004","0.72","110.8964","0.12005","0.066","0.004","0.72","60.89211","0.05999375","0.034","0.002","0.72","59.2788","0.060025","0.03","0.002","0.72","58.30129","0.060025","0.037","0.002","0.72","58.30129","0.0600125","0.033","0.003"
"0.73","91.47326","0.1216187","0.043","0.003","0.73","108.3533","0.1216312","0.058","0.004","0.73","112.2316","0.121725","0.067","0.004","0.73","61.4961","0.06080625","0.035","0.003","0.73","59.95433","0.06085625","0.031","0.002","0.73","58.88144","0.06085625","0.038","0.002","0.73","58.90528","0.06085625","0.033","0.003"
"0.74","92.47462","0.1233187","0.043","0.003","0.74","109.6646","0.1233125","0.059","0.004","0.74","113.6382","0.1233562","0.068","0.004","0.74","62.14778","0.0616375","0.035","0.003","0.74","60.66958","0.0617","0.031","0.002","0.74","59.55696","0.061675","0.038","0.002","0.74","59.48544","0.0617","0.033","0.003"
"0.75","93.39651","0.1250187","0.044","0.003","0.75","110.9521","0.1250062","0.06","0.004","0.75","115.1085","0.1250187","0.06900001","0.004","0.75","62.84714","0.0624875","0.036","0.003","0.75","61.39278","0.0625375","0.032","0.002","0.75","60.28016","0.06249375","0.039","0.002","0.75","60.11327","0.062525","0.034","0.003"
"0.76","94.38197","0.126675","0.044","0.003","0.76","112.2952","0.1266813","0.061","0.004","0.76","116.5787","0.1267","0.07","0.004","0.76","63.57034","0.063325","0.036","0.003","0.76","62.10009","0.06338125","0.032","0.002","0.76","60.97953","0.063325","0.039","0.002","0.76","60.78879","0.0633375","0.034","0.003"
"0.77","95.47869","0.1283062","0.044","0.003","0.77","113.6859","0.1283","0.062","0.004","0.77","117.9775","0.1283875","0.071","0.004","0.77","64.24586","0.0641625","0.036","0.003","0.77","62.77561","0.06423125","0.032","0.002","0.77","61.65504","0.06417499","0.04","0.002","0.77","61.51994","0.06414375","0.035","0.003"
"0.78","96.6231","0.1299875","0.045","0.003","0.78","115.0846","0.1299562","0.063","0.004","0.78","119.2888","0.1300687","0.072","0.004","0.78","64.88165","0.065","0.037","0.003","0.78","63.38755","0.06505625","0.033","0.002","0.78","62.33056","0.0650125","0.04","0.002","0.78","62.29083","0.064975","0.036","0.003"
"0.79","97.79135","0.1316812","0.046","0.003","0.79","116.4198","0.1316437","0.064","0.004","0.79","120.616","0.1316875","0.07300001","0.004","0.79","65.55716","0.06584375","0.037","0.003","0.79","64.02334","0.06586875","0.033","0.002","0.79","62.99019","0.06584375","0.041","0.002","0.79","63.08556","0.065825","0.036","0.003"
"0.8","98.95166","0.133375","0.046","0.003","0.8","117.747","0.1333375","0.064","0.004","0.8","121.9749","0.1333375","0.074","0.004","0.8","66.26447","0.0666875","0.038","0.003","0.8","64.69885","0.06668125","0.034","0.002","0.8","63.62597","0.066675","0.041","0.002","0.8","63.85644","0.06666875","0.037","0.003"
"0.81","100.0563","0.1350313","0.047","0.003","0.81","119.098","0.1350062","0.06500001","0.004","0.81","123.3339","0.135025","0.075","0.004","0.81","67.01151","0.0675125","0.038","0.003","0.81","65.39027","0.06751875","0.034","0.002","0.81","64.29354","0.0675125","0.042","0.002","0.81","64.57964","0.0675","0.038","0.003"
"0.82","101.0577","0.13665","0.048","0.003","0.82","120.4411","0.1366375","0.066","0.005","0.82","124.7088","0.136725","0.07600001","0.005","0.82","67.77445","0.068325","0.039","0.003","0.82","66.034","0.06836875","0.035","0.002","0.82","65.00085","0.06834999","0.042","0.002","0.82","65.26311","0.0683375","0.038","0.003"
"0.83","102.0114","0.1383125","0.048","0.003","0.83","121.7683","0.1383","0.067","0.005","0.83","126.0916","0.1383937","0.07700001","0.005","0.83","68.52945","0.06913125","0.039","0.003","0.83","66.70157","0.06920625","0.035","0.002","0.83","65.70021","0.06918125","0.043","0.002","0.83","65.90685","0.069175","0.039","0.003"
"0.84","103.0127","0.14","0.048","0.003","0.84","123.0796","0.1399875","0.068","0.005","0.84","127.4586","0.140025","0.078","0.005","0.84","69.31623","0.0699625","0.04","0.003","0.84","67.3612","0.0700375","0.036","0.002","0.84","66.38368","0.07000625","0.043","0.002","0.84","66.51878","0.07001875","0.04","0.003"
